system:index,city_id,countryCode,mean,.geo
000000000000000005fb,1522,CHN,1231.2188014987062,
000000000000000005fc,1523,CHN,352.0778762711621,
000000000000000005fd,1524,CHN,1766.310860654966,
000000000000000005fe,1525,CHN,5276.428215698222,
000000000000000005ff,1526,CHN,2600.4716105803245,
00000000000000000600,1527,CHN,4750.024061099136,
00000000000000000601,1528,CHN,3280.19199649504,
00000000000000000602,1529,CHN,781.9197103811241,
00000000000000000603,1530,CHN,11027.455212255221,
00000000000000000604,1531,CHN,2066.2290066766864,
00000000000000000605,1532,CHN,498.88127203309335,
00000000000000000606,1533,CHN,1490.0773929696215,
00000000000000000607,1534,CHN,4800.605751130778,
00000000000000000608,1535,CHN,2267.4739827442068,
00000000000000000609,1536,CHN,1793.631380024934,
0000000000000000060a,1537,CHN,2017.967583495518,
0000000000000000060b,1538,CHN,4930.200735148317,
0000000000000000060c,1539,CHN,494.9914007623285,
0000000000000000060d,1540,CHN,2714.0697367255334,
0000000000000000060e,1541,CHN,6001.387545293277,
0000000000000000060f,1542,CHN,1344.7516512879793,
00000000000000000610,1543,CHN,2810.946151623599,
00000000000000000611,1544,CHN,3299.0194691640677,
00000000000000000612,1545,CHN,1685.0041990893865,
00000000000000000613,1546,CHN,3220.3008995828745,
00000000000000000614,1547,CHN,11333.264789716752,
00000000000000000615,1548,CHN,1679.0947457411335,
00000000000000000616,1549,CHN,8479.503142743575,
00000000000000000617,1550,CHN,1366.91115466615,
00000000000000000618,1551,CHN,1862.141547873672,
00000000000000000619,1552,CHN,2466.5027256720878,
0000000000000000061a,1553,CHN,759.1172273738773,
0000000000000000061b,1554,CHN,3990.8956327592423,
0000000000000000061c,1555,CHN,990.0997950798911,
0000000000000000061d,1556,CHN,1312.1734002454373,
0000000000000000061e,1557,CHN,1429.4972775053393,
0000000000000000061f,1558,CHN,2428.388386432656,
00000000000000000620,1559,CHN,108.98687781588904,
00000000000000000621,1560,CHN,3350.7636310793173,
00000000000000000622,1561,CHN,3369.2053899785933,
00000000000000000624,1563,CHN,2118.405018896348,
00000000000000000625,1564,CHN,3065.5829863484864,
00000000000000000626,1565,CHN,2687.7662320512623,
00000000000000000627,1566,CHN,2500.413583268083,
00000000000000000628,1567,CHN,2005.6277391794354,
00000000000000000629,1568,CHN,1309.6558193938997,
0000000000000000062a,1569,CHN,5021.635933773571,
0000000000000000062b,1570,CHN,1168.34234721581,
0000000000000000062c,1571,CHN,100.44185849754895,
0000000000000000062d,1572,CHN,1113.2259620176965,
0000000000000000062e,1573,CHN,1017.9673616166252,
0000000000000000062f,1574,CHN,722.483120276021,
00000000000000000630,1575,CHN,316.4074708030175,
00000000000000000631,1576,CHN,1792.907774603033,
00000000000000000632,1577,CHN,2245.084975523309,
00000000000000000633,1578,CHN,1378.2710963494228,
00000000000000000634,1579,CHN,1296.339592403109,
00000000000000000635,1580,CHN,95.49975850102629,
00000000000000000636,1581,CHN,8934.698698544287,
00000000000000000637,1582,CHN,1455.8832603325025,
00000000000000000638,1583,CHN,8396.112092554651,
00000000000000000639,1584,CHN,6356.571917736012,
0000000000000000063a,1585,CHN,1482.7464535927963,
0000000000000000063b,1586,CHN,722.0425222699618,
0000000000000000063c,1587,CHN,2509.2924781229713,
0000000000000000063d,1588,CHN,886.4928959681953,
0000000000000000063e,1589,CHN,2698.281048941001,
0000000000000000063f,1590,CHN,2088.70511229672,
00000000000000000640,1591,CHN,2600.6666902280026,
00000000000000000641,1592,CHN,1646.1694078710855,
00000000000000000642,1593,CHN,1463.3407656893962,
00000000000000000643,1594,CHN,1839.6579175224938,
00000000000000000648,1599,CHN,1830.3004633529515,
00000000000000000649,1600,CHN,3543.871825404912,
0000000000000000064a,1601,CHN,7839.699380848917,
0000000000000000064c,1603,CHN,2025.9156654084686,
0000000000000000064d,1604,CHN,2867.4751860993865,
0000000000000000064e,1605,CHN,921.3891069706053,
0000000000000000064f,1606,CHN,886.5696673613689,
00000000000000000650,1607,CHN,2835.218601967899,
00000000000000000651,1608,CHN,1097.7776282053067,
00000000000000000652,1609,CHN,1416.3421062255436,
00000000000000000653,1610,CHN,1107.234031541266,
00000000000000000654,1611,CHN,1659.014766987875,
00000000000000000655,1612,CHN,1956.4988300210762,
00000000000000000656,1613,CHN,2133.0078037117028,
00000000000000000657,1614,CHN,2054.7934382317735,
00000000000000000658,1615,CHN,1165.7706261712374,
00000000000000000659,1616,CHN,2493.475860930811,
0000000000000000065a,1617,CHN,1414.8648287540188,
0000000000000000065b,1618,CHN,3612.897648298191,
0000000000000000065c,1619,CHN,1537.408801002369,
0000000000000000065d,1620,CHN,3422.8784138591955,
0000000000000000065e,1621,CHN,303.0916392045518,
0000000000000000065f,1622,CHN,3929.761080492209,
00000000000000000660,1623,CHN,12125.129651546147,
00000000000000000661,1624,CHN,2438.1936545614376,
00000000000000000662,1625,CHN,1671.1971969378283,
00000000000000000663,1626,CHN,1319.4916740302372,
00000000000000000664,1627,CHN,7080.527781827588,
00000000000000000665,1628,CHN,754.3082475688717,
00000000000000000666,1629,CHN,1082.7261236993575,
00000000000000000667,1630,CHN,2547.068779999114,
00000000000000000668,1631,CHN,1405.7236003190505,
00000000000000000669,1632,CHN,1413.2856723188822,
0000000000000000066a,1633,CHN,2381.1480732652203,
0000000000000000066b,1634,CHN,1784.857007801367,
0000000000000000066c,1635,CHN,1561.955160793703,
0000000000000000066d,1636,CHN,1445.2572764135168,
0000000000000000066e,1637,CHN,51.85662182600405,
0000000000000000066f,1638,CHN,1223.932157718606,
00000000000000000670,1639,CHN,1796.7251422347074,
00000000000000000671,1640,CHN,318.97555821171267,
00000000000000000672,1641,CHN,2558.4458047005833,
00000000000000000673,1642,CHN,2741.283609047764,
00000000000000000674,1643,CHN,57.996704107471786,
00000000000000000675,1644,CHN,57.99728734377151,
00000000000000000676,1645,CHN,4114.607551684352,
00000000000000000677,1646,CHN,2400.5166400460967,
00000000000000000678,1647,CHN,13106.545252889438,
00000000000000000679,1648,CHN,1486.385695018328,
0000000000000000067a,1649,CHN,162.83289286467988,
0000000000000000067b,1650,CHN,2461.6466199157358,
0000000000000000067c,1651,CHN,911.7780765258077,
0000000000000000067d,1652,CHN,10310.542859164108,
0000000000000000067e,1653,CHN,2388.3182585405652,
0000000000000000067f,1654,CHN,1295.0874130647978,
00000000000000000680,1655,CHN,453.5106786398673,
00000000000000000681,1656,CHN,745.1275197349058,
00000000000000000682,1657,CHN,1186.773392958137,
00000000000000000683,1658,CHN,665.2587945110773,
00000000000000000684,1659,CHN,648.8477545655255,
00000000000000000685,1660,CHN,1879.1745277750613,
00000000000000000686,1661,CHN,2329.535121251329,
00000000000000000687,1662,CHN,458.4466354588781,
00000000000000000688,1663,CHN,2184.042389637405,
00000000000000000689,1664,CHN,2823.729775705688,
0000000000000000068a,1665,CHN,8290.453178485046,
0000000000000000068b,1666,CHN,10668.861999237582,
0000000000000000068c,1667,CHN,2331.5588943653593,
0000000000000000068d,1668,CHN,1614.6561269109854,
0000000000000000068e,1669,CHN,2146.0420521395026,
0000000000000000068f,1670,CHN,645.4603613816248,
00000000000000000690,1671,CHN,1881.2640296778422,
00000000000000000691,1672,CHN,2057.700057618671,
00000000000000000692,1673,CHN,1130.0633046334583,
00000000000000000693,1674,CHN,145.3745456386662,
00000000000000000694,1675,CHN,62.45532055182596,
00000000000000000695,1676,CHN,34.25680496317173,
00000000000000000696,1677,CHN,9.327853331329681,
00000000000000000697,1678,CHN,260.1267690571851,
00000000000000000698,1679,CHN,988.1091802786763,
00000000000000000699,1680,CHN,813.1360802389637,
0000000000000000069b,1682,CHN,9742.97318756255,
0000000000000000069c,1683,CHN,4451.055843429375,
0000000000000000069d,1684,CHN,1446.3598257422732,
0000000000000000069e,1685,CHN,2172.44954695118,
0000000000000000069f,1686,CHN,2398.1475023653325,
000000000000000006a0,1687,CHN,1635.263605366884,
000000000000000006a2,1689,CHN,1735.080348397364,
000000000000000006a3,1690,CHN,1172.03960656525,
000000000000000006a4,1691,CHN,1696.3591325560803,
000000000000000006a5,1692,CHN,861.3014171685431,
000000000000000006a6,1693,CHN,2341.7256697493526,
000000000000000006a7,1694,CHN,185.4360205138134,
000000000000000006a8,1695,CHN,2964.9483525953306,
000000000000000006a9,1696,CHN,685.7129930210132,
000000000000000006aa,1697,CHN,840.0068759245189,
000000000000000006ab,1698,CHN,1008.4555409750687,
000000000000000006ac,1699,CHN,2323.472905128795,
000000000000000006ad,1700,CHN,1290.9343306808487,
000000000000000000a8,755,COL,7954.72361169423,
000000000000000004ba,1201,CYP,,
00000000000000000000,587,CZE,64.83968737500373,
00000000000000000001,588,CZE,152.83419470464622,
00000000000000000014,607,CZE,116.35630989283166,
00000000000000000033,638,CZE,131.94378636423178,
00000000000000000057,674,CZE,253.37655687358142,
000000000000000000cd,792,CZE,934.1828536933081,
000000000000000000f2,822,CZE,66.50390636205627,
00000000000000000122,870,CZE,85.25539452399195,
00000000000000000143,903,CZE,88.98167046859697,
00000000000000000166,938,CZE,695.4110777631155,
00000000000000000223,1127,CZE,903.5270151773336,
00000000000000000456,527,CZE,2682.634694938006,
000000000000000004bb,1202,CZE,334.78898626057236,
000000000000000004e9,1248,CZE,70.39474163439347,
0000000000000000050f,1286,CZE,356.29493108206236,
00000000000000000003,590,DEU,321.5788394248861,
00000000000000000007,594,DEU,1370.3259008664868,
0000000000000000000a,597,DEU,1375.667003045116,
00000000000000000094,735,DEU,848.3711267814051,
00000000000000000099,740,DEU,271.02300706528314,
0000000000000000009a,741,DEU,283.7674708312708,
000000000000000000a7,754,DEU,31.677308575574838,
00000000000000000106,842,DEU,122.81599879940785,
00000000000000000110,852,DEU,1411.7793205420758,
00000000000000000156,922,DEU,119.77555360913475,
0000000000000000018a,974,DEU,3808.623570532658,
000000000000000001a1,997,DEU,277.6585778344446,
000000000000000001b2,1014,DEU,117.43343279875927,
000000000000000001b5,1017,DEU,686.9653045526284,
000000000000000001b6,1018,DEU,188.38818118107815,
000000000000000001b7,1019,DEU,140.4951552919239,
000000000000000001e6,1066,DEU,191.69091834940022,
0000000000000000021c,1120,DEU,164.24270471475165,
00000000000000000290,74,DEU,496.7643634586771,
00000000000000000291,75,DEU,148.8035850954159,
00000000000000000295,79,DEU,189.32881256767493,
000000000000000002c5,127,DEU,336.7878854859184,
000000000000000002dc,150,DEU,242.93446079238998,
000000000000000002e9,163,DEU,3808.5744757932493,
00000000000000000306,191,DEU,1448.4606700904599,
0000000000000000030a,195,DEU,550.2873275754379,
00000000000000000375,302,DEU,366.64806538236087,
0000000000000000039f,344,DEU,2381.2233599483684,
000000000000000003a0,345,DEU,2381.6850583074074,
0000000000000000043b,500,DEU,2378.656499452444,
0000000000000000044f,520,DEU,162.30334053099395,
00000000000000000452,523,DEU,179.48277834739469,
0000000000000000047e,567,DEU,688.4324431466247,
00000000000000000495,1165,DEU,32.19807844037292,
00000000000000000497,1167,DEU,163.16373769503016,
000000000000000004b7,1198,DEU,141.68866534116324,
000000000000000000b5,768,DNK,191.8666896017934,
0000000000000000010f,851,DNK,579.5683496473317,
00000000000000000202,1094,DNK,386.8913007276252,
0000000000000000022b,1135,DNK,192.03583034807693,
000000000000000003a3,348,DNK,121.9721117514297,
00000000000000000459,530,DNK,4561.47480953571,
0000000000000000003b,646,ESP,44.33784818673618,
00000000000000000049,660,ESP,,
00000000000000000054,671,ESP,53.444720693043244,
00000000000000000061,684,ESP,1495.6564439923318,
00000000000000000067,690,ESP,25.11381990888349,
0000000000000000007a,709,ESP,18.942814600668235,
00000000000000000084,719,ESP,6022.652459440262,
0000000000000000008a,725,ESP,2149.24671601279,
0000000000000000008b,726,ESP,1475.11291718642,
0000000000000000008c,727,ESP,487.65853059728954,
