"","date","search","search_adj"
"1457",2015-05-18,48,28.1085301581105
"1458",2015-05-14,48,28.1085301581105
"1459",2015-05-15,63,36.89244583252
"1460",2015-05-16,31,18.153425727113
"1461",2016-05-15,42,36.8804347826087
"1462",2016-05-18,34,29.8555900621118
"1463",2016-05-19,71,62.3454968944099
"1464",2016-05-14,55,48.2958074534161
"1465",2016-05-16,50,43.9052795031056
"1466",2016-05-17,34,29.8555900621118
"1467",2016-05-13,36,31.611801242236
"1468",2017-05-19,30,31.6676522767593
"1469",2017-05-20,52,54.8905972797161
"1470",2017-05-18,38,40.1123595505618
"1471",2017-05-17,57,60.1685393258427
"1472",2017-05-15,76,80.2247191011236
"1473",2017-05-16,58,61.224127735068
"1474",2017-05-14,45,47.501478415139
"1475",2018-05-20,23,46.789898989899
"1476",2018-05-16,33,67.1333333333333
"1477",2018-05-18,19,38.6525252525253
"1478",2018-05-17,23,46.789898989899
"1479",2018-05-14,36,73.2363636363636
"1480",2018-05-19,17,34.5838383838384
"1481",2018-05-15,29,58.9959595959596
"1482",2019-05-20,52,59.5586137111055
"1483",2019-05-17,66,75.5936250948647
"1484",2019-05-19,42,48.1050341512775
"1485",2019-05-16,46,52.6864659752087
"1486",2019-05-18,71,81.3204148747787
"1487",2019-05-15,29,33.2153807235011
"1488",2019-05-14,29,33.2153807235011
"1489",2004-05-24,31,54.1789992952784
"1490",2004-05-21,0,0
"1491",2004-05-26,33,57.6744186046512
"1492",2004-05-22,0,0
"1493",2004-05-23,0,0
"1494",2004-05-20,65,113.601127554616
"1495",2004-05-25,0,0
"1496",2005-05-26,0,0
"1497",2005-05-23,42,47.7284422553848
"1498",2005-05-27,100,113.639148227107
"1499",2005-05-21,0,0
"1500",2005-05-24,41,46.5920507731138
"1501",2005-05-25,0,0
"1502",2005-05-22,0,0
"1503",2006-05-26,40,118.414746543779
"1504",2006-05-27,0,0
"1505",2006-05-22,23,68.0884792626728
"1506",2006-05-23,35,103.612903225806
"1507",2006-05-24,24,71.0488479262673
"1508",2006-05-25,24,71.0488479262673
"1509",2006-05-21,40,118.414746543779
"1510",2007-05-24,20,45.5393446543889
"1511",2007-05-27,0,0
"1512",2007-05-26,33,75.1399186797417
"1513",2007-05-25,67,152.556804592203
"1514",2007-05-22,48,109.294427170533
"1515",2007-05-23,0,0
"1516",2007-05-21,58,132.064099497728
"1517",2008-05-25,56,55.1004016064257
"1518",2008-05-21,83,81.6666666666667
"1519",2008-05-26,0,0
"1520",2008-05-20,30,29.5180722891566
"1521",2008-05-22,31,30.5020080321285
"1522",2008-05-24,53,52.14859437751
"1523",2008-05-23,35,34.4377510040161
"1524",2009-05-24,53,137.314375987362
"1525",2009-05-21,0,0
"1526",2009-05-25,0,0
"1527",2009-05-23,0,0
"1528",2009-05-27,20,51.8167456556082
"1529",2009-05-22,17,44.044233807267
"1530",2009-05-26,15,38.8625592417062
"1531",2010-05-27,19,44.9145155883339
"1532",2010-05-23,0,0
"1533",2010-05-26,18,42.5505937152637
"1534",2010-05-21,49,115.83217178044
"1535",2010-05-24,27,63.8258905728955
"1536",2010-05-22,0,0
"1537",2010-05-25,44,104.012562415089
"1538",2011-05-27,30,37.4394917305365
"1539",2011-05-22,50,62.3991528842275
"1540",2011-05-23,36,44.9273900766438
"1541",2011-05-24,36,44.9273900766438
"1542",2011-05-26,19,23.7116780960065
"1543",2011-05-21,25,31.1995764421138
"1544",2011-05-25,63,78.6229326341267
"1545",2012-05-23,66,57.8556520394754
"1546",2012-05-24,37,32.4342291736453
"1547",2012-05-26,49,42.9534386353681
"1548",2012-05-25,60,52.596047308614
"1549",2012-05-22,93,81.5238733283517
"1550",2012-05-21,64,56.1024504625216
"1551",2012-05-20,25,21.9150197119225
"1552",2013-05-26,58,43.844014180529
"1553",2013-05-25,24,18.1423506953913
"1554",2013-05-22,42,31.7491137169348
"1555",2013-05-24,45,34.0169075538587
"1556",2013-05-21,50,37.7965639487319
"1557",2013-05-27,52,39.3084265066812
"1558",2013-05-23,33,24.9457322061631
"1559",2014-05-25,29,28.3342516069789
"1560",2014-05-26,36,35.1735537190083
"1561",2014-05-27,21,20.5179063360882
"1562",2014-05-21,42,41.0358126721763
"1563",2014-05-23,56,54.7144168962351
"1564",2014-05-22,52,50.8062442607897
"1565",2014-05-24,28,27.3572084481175
"1566",2015-05-25,0,0
"1567",2015-05-22,61,45.3406388039416
"1568",2015-05-26,64,47.5705062861026
"1569",2015-05-24,51,37.907747196738
"1570",2015-05-27,57,42.3674821610601
"1571",2015-05-21,58,43.1107713217805
"1572",2015-05-23,33,24.5285423037717
"1573",2016-05-23,30,37.7
"1574",2016-05-22,37,46.4966666666667
"1575",2016-05-24,60,75.4
"1576",2016-05-26,31,38.9566666666667
"1577",2016-05-21,18,22.62
"1578",2016-05-20,26,32.6733333333333
"1579",2016-05-25,23,28.9033333333333
"1580",2017-05-21,29,27.4736842105263
"1581",2017-05-23,41,38.8421052631579
"1582",2017-05-24,52,49.2631578947368
"1583",2017-05-27,67,63.4736842105263
"1584",2017-05-25,72,68.2105263157895
"1585",2017-05-22,57,54
"1586",2017-05-26,56,53.0526315789474
"1587",2018-05-22,31,59.7454545454545
"1588",2018-05-24,22,42.4
"1589",2018-05-26,28,53.9636363636364
"1590",2018-05-27,31,59.7454545454545
"1591",2018-05-23,32,61.6727272727273
"1592",2018-05-21,17,32.7636363636364
"1593",2018-05-25,34,65.5272727272727
"1594",2019-05-27,35,34.2179467603196
"1595",2019-05-23,94,91.8996284420013
"1596",2019-05-22,23,22.4860792996386
"1597",2019-05-25,36,35.1956023820431
"1598",2019-05-26,51,49.8604367078943
"1599",2019-05-24,54,52.7934035730646
"1600",2019-05-21,40,39.1062248689367
"1601",2004-06-02,0,0
"1602",2004-05-28,0,0
"1603",2004-05-30,0,0
"1604",2004-05-27,0,0
"1605",2004-06-01,33,727.272727272727
"1606",2004-05-31,0,0
"1607",2004-05-29,0,0
"1608",2005-05-31,43,59.3677316115587
"1609",2005-05-30,70,96.6451444839328
"1610",2005-06-01,0,0
"1611",2005-06-03,0,0
"1612",2005-05-29,85,117.354818301918
"1613",2005-06-02,43,59.3677316115587
"1614",2005-05-28,0,0
"1615",2006-06-01,0,0
"1616",2006-05-29,39,84.0489795918367
"1617",2006-05-31,0,0
"1618",2006-06-02,26,56.0326530612245
"1619",2006-05-28,46,99.134693877551
"1620",2006-06-03,0,0
"1621",2006-05-30,36,77.5836734693878
"1622",2007-05-30,20,70.376764496801
"1623",2007-06-03,31,109.083984970042
"1624",2007-05-28,30,105.565146745202
"1625",2007-06-02,31,109.083984970042
"1626",2007-05-29,20,70.376764496801
"1627",2007-06-01,0,0
"1628",2007-05-31,40,140.753528993602
"1629",2008-06-01,50,92.8544405561336
"1630",2008-05-28,31,57.5697531448028
"1631",2008-06-02,42,77.9977300671522
"1632",2008-05-29,0,0
"1633",2008-05-30,0,0
"1634",2008-05-27,47,87.2831741227656
"1635",2008-05-31,48,89.1402629338882
"1636",2009-06-03,20,37.4052132701422
"1637",2009-06-02,25,46.7565165876777
"1638",2009-06-01,47,87.9022511848341
"1639",2009-05-29,16,29.9241706161137
"1640",2009-05-30,24,44.8862559241706
"1641",2009-05-28,31,57.9780805687204
"1642",2009-05-31,37,69.199644549763
"1643",2010-06-03,19,36.5765765765766
"1644",2010-05-29,29,55.8274063537221
"1645",2010-06-02,55,105.879563774301
"1646",2010-06-01,46,88.5538169748696
"1647",2010-05-30,0,0
"1648",2010-05-31,53,102.029397818872
"1649",2010-05-28,20,38.5016595542911
"1650",2011-05-29,40,39.2315530779836
"1651",2011-06-02,19,18.6349877120422
"1652",2011-05-28,26,25.5005095006893
"1653",2011-05-31,37,36.2891865971348
"1654",2011-05-30,25,24.5197206737397
"1655",2011-06-03,29,28.4428759815381
"1656",2011-06-01,73,71.59758436732
"1657",2012-05-28,47,46.0507614213198
"1658",2012-06-01,29,28.4142996003888
"1659",2012-05-27,25,24.4950858624041
"1660",2012-05-31,19,18.6162652554272
"1661",2012-06-02,60,58.78820606977
"1662",2012-05-29,28,27.4344961658927
"1663",2012-05-30,27,26.4546927313965
"1664",2013-06-01,41,53.9462662171825
"1665",2013-06-03,56,73.6827050771274
"1666",2013-05-28,18,23.6837266319338
"1667",2013-06-02,18,23.6837266319338
"1668",2013-05-29,33,43.4201654918786
"1669",2013-05-30,33,43.4201654918786
"1670",2013-05-31,35,46.0516906732046
"1671",2014-05-29,56,39.3368237347295
"1672",2014-05-30,51,35.8246073298429
"1673",2014-06-02,73,51.2783595113438
"1674",2014-05-31,41,28.8001745200698
"1675",2014-05-28,41,28.8001745200698
"1676",2014-06-01,92,64.6247818499127
"1677",2014-06-03,28,19.6684118673647
"1678",2015-06-03,62,36.4598890548325
"1679",2015-06-01,32,18.8180072541071
"1680",2015-05-31,48,28.2270108811607
"1681",2015-05-29,42,24.6986345210156
"1682",2015-06-02,48,28.2270108811607
"1683",2015-05-30,63,37.0479517815234
"1684",2015-05-28,49,28.8150736078515
"1685",2016-05-28,50,40.1633522727273
"1686",2016-06-01,61,48.9992897727273
"1687",2016-05-29,32,25.7045454545455
"1688",2016-05-27,54,43.3764204545455
"1689",2016-05-30,48,38.5568181818182
"1690",2016-05-31,35,28.1143465909091
"1691",2016-06-02,72,57.8352272727273
"1692",2017-06-01,62,51.7556088612953
"1693",2017-06-03,58,48.4165373218569
"1694",2017-06-02,65,54.2599125158741
"1695",2017-05-29,40,33.3907153943841
"1696",2017-05-31,73,60.9380555947509
"1697",2017-05-30,38,31.7211796246649
"1698",2017-05-28,37,30.8864117398053
"1699",2018-06-03,28,46.5052873083742
"1700",2018-06-02,15,24.9135467723433
"1701",2018-05-29,40,66.4361247262488
"1702",2018-05-30,38,63.1143184899364
"1703",2018-06-01,28,46.5052873083742
"1704",2018-05-28,32,53.1488997809991
"1705",2018-05-31,34,56.4707060173115
"1706",2019-06-02,13,13.9890568004169
"1707",2019-05-28,75,80.706096925482
"1708",2019-05-30,29,31.206357477853
"1709",2019-05-29,63,67.7931214174049
"1710",2019-06-03,57,61.3366336633663
"1711",2019-06-01,42,45.1954142782699
"1712",2019-05-31,24,25.8259510161542
"1713",2004-06-08,0,0
"1714",2004-06-09,33,111.956730769231
"1715",2004-06-07,33,111.956730769231
"1716",2004-06-04,0,0
"1717",2004-06-03,33,111.956730769231
"1718",2004-06-05,57,193.379807692308
"1719",2004-06-06,0,0
"1720",2005-06-05,76,149.184
"1721",2005-06-04,0,0
"1722",2005-06-07,88,172.739368421053
"1723",2005-06-06,43,84.4067368421053
"1724",2005-06-08,43,84.4067368421053
"1725",2005-06-09,0,0
"1726",2005-06-10,0,0
"1727",2006-06-09,0,0
"1728",2006-06-10,0,0
"1729",2006-06-04,0,0
"1730",2006-06-05,24,77.4420969381991
"1731",2006-06-06,94,303.314879674613
"1732",2006-06-07,24,77.4420969381991
"1733",2006-06-08,25,80.6688509772907
"1734",2007-06-06,50,141.808850673029
"1735",2007-06-05,19,53.8873632557511
"1736",2007-06-09,0,0
"1737",2007-06-07,21,59.5597172826723
"1738",2007-06-08,0,0
"1739",2007-06-10,65,184.351505874938
"1740",2007-06-04,39,110.610903524963
"1741",2008-06-08,50,31.4381953659284
"1742",2008-06-05,32,20.1204450341941
"1743",2008-06-07,49,30.8094314586098
"1744",2008-06-04,41,25.7793202000612
"1745",2008-06-09,32,20.1204450341941
"1746",2008-06-03,31,19.4916811268756
"1747",2008-06-06,68,42.7559456976626
"1748",2009-06-08,15,26.2113201005461
"1749",2009-06-05,22,38.4432694808009
"1750",2009-06-07,24,41.9381121608737
"1751",2009-06-10,30,52.4226402010921
"1752",2009-06-09,30,52.4226402010921
"1753",2009-06-04,21,36.6958481407645
"1754",2009-06-06,24,41.9381121608737
"1755",2010-06-09,37,39.5959595959596
"1756",2010-06-07,27,28.8943488943489
"1757",2010-06-06,28,29.96450996451
"1758",2010-06-05,55,58.8588588588589
"1759",2010-06-04,19,20.3330603330603
"1760",2010-06-10,57,60.999180999181
"1761",2010-06-08,36,38.5257985257985
"1762",2011-06-06,37,40.4351436638432
"1763",2011-06-08,75,81.9631290483308
"1764",2011-06-10,69,75.4060787244644
"1765",2011-06-05,51,55.734927752865
"1766",2011-06-09,19,20.7639926922438
"1767",2011-06-07,46,50.2707191496429
"1768",2011-06-04,0,0
"1769",2012-06-09,24,22.2874371859296
"1770",2012-06-06,47,43.6462311557789
"1771",2012-06-04,55,51.0753768844221
"1772",2012-06-07,19,17.6442211055276
"1773",2012-06-05,55,51.0753768844221
"1774",2012-06-08,60,55.7185929648241
"1775",2012-06-03,60,55.7185929648241
"1776",2013-06-07,43,47.6504577715627
"1777",2013-06-09,54,59.8401097596369
"1778",2013-06-05,36,39.8934065064246
"1779",2013-06-08,53,58.7319595789029
"1780",2013-06-06,42,46.5423075908287
"1781",2013-06-04,46,50.9749083137648
"1782",2013-06-10,28,31.0282050605525
"1783",2014-06-06,56,34.910941475827
"1784",2014-06-08,55,34.2875318066158
"1785",2014-06-05,50,31.1704834605598
"1786",2014-06-07,41,25.559796437659
"1787",2014-06-10,50,31.1704834605598
"1788",2014-06-04,98,61.0941475826972
"1789",2014-06-09,43,26.8066157760814
"1790",2015-06-10,60,45.375
"1791",2015-06-05,39,29.49375
"1792",2015-06-09,33,24.95625
"1793",2015-06-08,0,0
"1794",2015-06-07,50,37.8125
"1795",2015-06-06,48,36.3
"1796",2015-06-04,50,37.8125
"1797",2016-06-05,42,26.4359673024523
"1798",2016-06-07,75,47.2070844686648
"1799",2016-06-08,41,25.8065395095368
"1800",2016-06-06,45,28.3242506811989
"1801",2016-06-04,24,15.1062670299728
"1802",2016-06-03,83,52.2425068119891
"1803",2016-06-09,57,35.8773841961853
"1804",2017-06-10,58,51.953156241074
"1805",2017-06-07,28,25.080834047415
"1806",2017-06-05,70,62.7020851185376
"1807",2017-06-04,51,45.6829477292202
"1808",2017-06-08,67,60.0148528991717
"1809",2017-06-09,55,49.2659240217081
"1810",2017-06-06,60,53.7446443873179
"1811",2018-06-09,15,38.5749875435974
"1812",2018-06-05,38,97.7233017771134
"1813",2018-06-08,24,61.7199800697559
"1814",2018-06-10,20,51.4333167247965
"1815",2018-06-06,41,105.438299285833
"1816",2018-06-07,32,82.2933067596745
"1817",2018-06-04,19,48.8616508885567
"1818",2019-06-09,21,35.2640614411565
"1819",2019-06-06,41,68.8488818613056
"1820",2019-06-04,29,48.6979896092162
"1821",2019-06-10,34,57.0941947142534
"1822",2019-06-07,53,88.9997741133951
"1823",2019-06-05,41,68.8488818613056
"1824",2019-06-08,14,23.5093742941044
"1825",2004-06-15,0,0
"1826",2004-06-16,0,0
"1827",2004-06-11,38,232
"1828",2004-06-14,0,0
"1829",2004-06-13,0,0
"1830",2004-06-10,0,0
"1831",2004-06-12,0,0
"1832",2005-06-15,44,49.1130797290255
"1833",2005-06-12,0,0
"1834",2005-06-11,76,84.8316831683168
"1835",2005-06-17,50,55.8103178738926
"1836",2005-06-13,44,49.1130797290255
"1837",2005-06-16,45,50.2292860865034
"1838",2005-06-14,44,49.1130797290255
"1839",2006-06-13,24,45.7623222060958
"1840",2006-06-14,24,45.7623222060958
"1841",2006-06-17,42,80.0840638606676
"1842",2006-06-11,40,76.2705370101596
"1843",2006-06-12,0,0
"1844",2006-06-16,0,0
"1845",2006-06-15,0,0
"1846",2007-06-16,0,0
"1847",2007-06-12,20,60.4522944060891
"1848",2007-06-13,20,60.4522944060891
"1849",2007-06-14,21,63.4749091263936
"1850",2007-06-11,20,60.4522944060891
"1851",2007-06-17,75,226.696104022834
"1852",2007-06-15,23,69.5201385670025
"1853",2008-06-11,33,43.8471749037653
"1854",2008-06-13,0,0
"1855",2008-06-15,0,0
"1856",2008-06-16,33,43.8471749037653
"1857",2008-06-10,49,65.1064112207425
"1858",2008-06-14,51,67.7638157603646
"1859",2008-06-12,67,89.0230520773417
"1860",2009-06-14,0,0
"1861",2009-06-16,23,25.9689318608807
"1862",2009-06-17,31,35.0016038124914
"1863",2009-06-11,31,35.0016038124914
"1864",2009-06-12,17,19.1944278971727
"1865",2009-06-13,24,27.0980158548321
"1866",2009-06-15,31,35.0016038124914
"1867",2010-06-13,28,44.1333506741232
"1868",2010-06-11,0,0
"1869",2010-06-17,57,89.8428924437508
"1870",2010-06-16,28,44.1333506741232
"1871",2010-06-12,28,44.1333506741232
"1872",2010-06-14,37,58.3190705336628
"1873",2010-06-15,55,86.690510252742
"1874",2011-06-15,37,38.177721532917
"1875",2011-06-13,56,57.7824974552257
"1876",2011-06-16,38,39.2095518446175
"1877",2011-06-12,75,77.3872733775345
"1878",2011-06-11,24,24.763927480811
"1879",2011-06-17,50,51.591515585023
"1880",2011-06-14,46,47.4641943382211
"1881",2012-06-10,60,62.4330957111137
"1882",2012-06-11,38,39.5409606170387
"1883",2012-06-15,100,104.055159518523
"1884",2012-06-16,25,26.0137898796307
"1885",2012-06-14,29,30.1759962603716
"1886",2012-06-12,73,75.9602664485217
"1887",2012-06-13,19,19.7704803085193
"1888",2013-06-12,52,69.6095617529881
"1889",2013-06-16,37,49.5298804780877
"1890",2013-06-14,15,20.0796812749004
"1891",2013-06-11,35,46.8525896414343
"1892",2013-06-17,57,76.3027888446215
"1893",2013-06-15,37,49.5298804780877
"1894",2013-06-13,67,89.6892430278885
"1895",2014-06-11,78,44.4832402234637
"1896",2014-06-15,29,16.5386405959032
"1897",2014-06-13,60,34.2178770949721
"1898",2014-06-17,42,23.9525139664804
"1899",2014-06-12,50,28.5148975791434
"1900",2014-06-14,41,23.3822160148976
"1901",2014-06-16,58,33.0772811918063
"1902",2015-06-17,58,40.376572327044
"1903",2015-06-12,26,18.0998427672956
"1904",2015-06-16,25,17.4036949685535
"1905",2015-06-13,0,0
"1906",2015-06-14,66,45.9457547169811
"1907",2015-06-11,43,29.9343553459119
"1908",2015-06-15,100,69.6147798742138
"1909",2016-06-11,43,45.9709090909091
"1910",2016-06-15,46,49.1781818181818
"1911",2016-06-14,41,43.8327272727273
"1912",2016-06-12,61,65.2145454545455
"1913",2016-06-10,27,28.8654545454545
"1914",2016-06-16,16,17.1054545454545
"1915",2016-06-13,41,43.8327272727273
"1916",2017-06-17,46,38.4948148148148
"1917",2017-06-15,49,41.005346215781
"1918",2017-06-14,52,43.5158776167472
"1919",2017-06-11,65,54.394847020934
"1920",2017-06-16,35,29.2895330112721
"1921",2017-06-13,46,38.4948148148148
"1922",2017-06-12,52,43.5158776167472
"1923",2018-06-15,54,157.854542214831
"1924",2018-06-14,49,143.238380898643
"1925",2018-06-17,44,128.622219582455
"1926",2018-06-12,28,81.850503370653
"1927",2018-06-11,43,125.698987319217
"1928",2018-06-13,30,87.6969678971283
"1929",2018-06-16,54,157.854542214831
"1930",2019-06-14,29,44.8736842105263
"1931",2019-06-15,69,106.768421052632
"1932",2019-06-17,23,35.5894736842105
"1933",2019-06-13,58,89.7473684210526
"1934",2019-06-12,48,74.2736842105263
"1935",2019-06-16,21,32.4947368421053
"1936",2019-06-11,47,72.7263157894737
"1937",2004-06-19,0,0
"1938",2004-06-23,0,0
"1939",2004-06-20,64,189.169230769231
"1940",2004-06-18,0,0
"1941",2004-06-22,32,94.5846153846154
"1942",2004-06-21,0,0
"1943",2004-06-17,34,100.496153846154
"1944",2005-06-19,0,0
"1945",2005-06-21,66,153.78093883357
"1946",2005-06-24,0,0
"1947",2005-06-23,0,0
"1948",2005-06-20,45,104.850640113798
"1949",2005-06-18,0,0
"1950",2005-06-22,0,0
"1951",2006-06-23,26,70.0528301886792
"1952",2006-06-21,0,0
"1953",2006-06-24,38,102.384905660377
"1954",2006-06-18,0,0
"1955",2006-06-22,37,99.6905660377358
"1956",2006-06-19,25,67.3584905660377
"1957",2006-06-20,0,0
"1958",2007-06-20,44,81.8143400478941
"1959",2007-06-19,22,40.907170023947
"1960",2007-06-21,0,0
"1961",2007-06-24,33,61.3607550359206
"1962",2007-06-23,64,119.0026764333
"1963",2007-06-18,32,59.5013382166502
"1964",2007-06-22,22,40.907170023947
"1965",2008-06-22,0,0
"1966",2008-06-23,43,56.8900343642612
"1967",2008-06-21,52,68.7972508591065
"1968",2008-06-20,35,46.3058419243986
"1969",2008-06-17,49,64.8281786941581
"1970",2008-06-19,34,44.9828178694158
"1971",2008-06-18,33,43.659793814433
"1972",2009-06-19,0,0
"1973",2009-06-23,39,103.283191628515
"1974",2009-06-21,25,66.2071741208432
"1975",2009-06-18,47,124.469487347185
"1976",2009-06-20,0,0
"1977",2009-06-24,16,42.3725914373396
"1978",2009-06-22,16,42.3725914373396
"1979",2010-06-24,19,46.0158870255958
"1980",2010-06-19,0,0
"1981",2010-06-21,0,0
"1982",2010-06-20,0,0
"1983",2010-06-18,20,48.4377758164166
"1984",2010-06-22,27,65.3909973521624
"1985",2010-06-23,37,89.6098852603707
"1986",2011-06-20,18,24.742989896807
"1987",2011-06-18,63,86.6004646388244
"1988",2011-06-23,37,50.8605903434365
"1989",2011-06-24,19,26.1176004466296
"1990",2011-06-22,55,75.6035802402435
"1991",2011-06-21,18,24.742989896807
"1992",2011-06-19,39,53.6098114430817
"1993",2012-06-21,67,58.7809636417381
"1994",2012-06-19,84,73.6955365060597
"1995",2012-06-20,57,50.0076854862548
"1996",2012-06-23,49,42.9890629618682
"1997",2012-06-17,74,64.9222583505764
"1998",2012-06-22,20,17.5465563109666
"1999",2012-06-18,57,50.0076854862548
"2000",2013-06-23,37,31.7684364582486
"2001",2013-06-19,38,32.6270428490121
"2002",2013-06-22,36,30.9098300674852
"2003",2013-06-20,48,41.2131067566469
"2004",2013-06-21,94,80.7090007317668
"2005",2013-06-18,33,28.3340108951947
"2006",2013-06-24,57,48.9405642735182
"2007",2014-06-22,84,54.5792079207921
"2008",2014-06-24,21,13.644801980198
"2009",2014-06-21,28,18.1930693069307
"2010",2014-06-23,72,46.7821782178218
"2011",2014-06-19,58,37.6856435643564
"2012",2014-06-18,50,32.4876237623762
"2013",2014-06-20,91,59.1274752475248
"2014",2015-06-23,41,22.9675925925926
"2015",2015-06-22,25,14.0046296296296
"2016",2015-06-21,49,27.4490740740741
"2017",2015-06-20,62,34.7314814814815
"2018",2015-06-19,80,44.8148148148148
"2019",2015-06-18,63,35.2916666666667
"2020",2015-06-24,58,32.4907407407407
"2021",2016-06-17,37,33.1367647058824
"2022",2016-06-21,36,32.2411764705882
"2023",2016-06-22,31,27.7632352941176
"2024",2016-06-23,100,89.5588235294118
"2025",2016-06-18,46,41.1970588235294
"2026",2016-06-19,28,25.0764705882353
"2027",2016-06-20,62,55.5264705882353
"2028",2017-06-19,48,46.5844863731656
"2029",2017-06-23,37,35.9088749126485
"2030",2017-06-21,46,44.6434661076171
"2031",2017-06-24,56,54.3485674353599
"2032",2017-06-22,46,44.6434661076171
"2033",2017-06-18,35,33.9678546470999
"2034",2017-06-20,50,48.5255066387142
"2035",2018-06-21,78,74.6289325941881
"2036",2018-06-24,39,37.314466297094
"2037",2018-06-18,73,69.8450266586632
"2038",2018-06-22,100,95.6781187104975
"2039",2018-06-19,57,54.5365276649836
"2040",2018-06-20,98,93.7645563362876
"2041",2018-06-23,63,60.2772147876134
"2042",2019-06-21,54,61.8476516403115
"2043",2019-06-19,52,59.5569978758556
"2044",2019-06-23,92,105.370073164975
"2045",2019-06-18,52,59.5569978758556
"2046",2019-06-22,77,88.1901699315553
"2047",2019-06-20,47,53.8303634647156
"2048",2019-06-24,72,82.4635355204154
"2049",2004-06-27,0,0
"2050",2004-06-24,34,95.140350877193
"2051",2004-06-28,0,0
"2052",2004-06-30,100,279.824561403509
"2053",2004-06-26,0,0
"2054",2004-06-25,37,103.535087719298
"2055",2004-06-29,0,0
"2072",2007-07-01,82,39.344262295082
"2073",2007-06-26,20,9.59616153538585
"2074",2007-06-30,48,23.030787684926
"2075",2007-06-27,30,14.3942423030788
"2077",2007-06-25,40,19.1923230707717
"2078",2007-06-28,51,24.4702119152339
"2079",2007-06-29,44,21.1115553778489
"2080",2008-06-29,51,39.3739877111345
"2081",2008-06-27,36,27.7934030902126
"2082",2008-06-24,65,50.1825333573283
"2083",2008-06-30,66,50.9545723320565
"2084",2008-06-26,100,77.2038974728128
"2085",2008-06-25,33,25.4772861660282
"2086",2008-06-28,50,38.6019487364064
"2087",2009-06-28,25,30.5755395683453
"2088",2009-07-01,32,39.136690647482
"2089",2009-06-26,25,30.5755395683453
"2091",2009-06-27,24,29.3525179856115
"2092",2009-06-25,16,19.568345323741
"2093",2009-06-30,39,47.6978417266187
"2094",2009-06-29,31,37.9136690647482
"2095",2010-06-29,18,36.1604278074866
"2096",2010-07-01,38,76.3386809269162
"2097",2010-06-28,0,0
"2099",2010-06-30,18,36.1604278074866
"2100",2010-06-27,28,56.2495543672014
"2101",2010-06-25,41,82.3654188948307
"2102",2010-06-26,28,56.2495543672014
"2103",2011-06-28,46,97.8740123852232
"2104",2011-07-01,21,44.6816143497758
"2105",2011-06-30,28,59.575485799701
"2107",2011-06-26,38,80.85244501388
"2108",2011-06-25,49,104.257100149477
"2109",2011-06-27,28,59.575485799701
"2110",2011-06-29,37,78.7247490924621
"2111",2012-06-30,47,46.4296407410185
"2112",2012-06-26,56,55.3204230105753
"2113",2012-06-29,19,18.7694292357309
"2114",2012-06-28,85,83.9684992124803
"2115",2012-06-27,57,56.3082877071927
"2116",2012-06-25,47,46.4296407410185
"2117",2012-06-24,24,23.708752718818
"2118",2013-06-26,47,54.5702902675014
"2119",2013-06-25,38,44.1206602162777
"2120",2013-06-28,44,51.0870802504269
"2121",2013-07-01,42,48.7649402390438
"2123",2013-06-30,48,55.7313602731929
"2124",2013-06-29,35,40.6374501992032
"2125",2013-06-27,53,61.5367103016505
"2126",2014-06-29,74,60.655737704918
"2127",2014-07-01,100,81.9672131147541
"2128",2014-06-27,53,43.4426229508197
"2129",2014-06-28,55,45.0819672131148
"2130",2014-06-26,43,35.2459016393443
"2132",2014-06-25,53,43.4426229508197
"2133",2014-06-30,66,54.0983606557377
"2134",2015-06-26,35,38.7673611111111
"2135",2015-06-28,33,36.5520833333333
"2136",2015-06-30,66,73.1041666666667
"2137",2015-06-29,50,55.3819444444444
"2138",2015-07-01,88,97.4722222222222
"2140",2015-06-25,85,94.1493055555556
"2141",2015-06-27,0,0
"2142",2016-06-27,41,33.3204334365325
"2143",2016-06-25,56,45.5108359133127
"2144",2016-06-29,26,21.1300309597523
"2145",2016-06-26,56,45.5108359133127
"2146",2016-06-24,48,39.0092879256966
"2147",2016-06-28,56,45.5108359133127
"2148",2016-06-30,40,32.5077399380805
"2149",2017-06-30,57,46.3238095238095
"2150",2017-06-28,66,53.6380952380952
"2151",2017-06-26,78,63.3904761904762
"2152",2017-06-25,76,61.7650793650794
"2153",2017-07-01,19,15.4412698412698
"2154",2017-06-29,61,49.5746031746032
"2156",2017-06-27,94,76.3936507936508
"2157",2018-07-01,68,60.2941176470588
"2158",2018-06-27,35,31.0337370242215
"2159",2018-06-30,25,22.166955017301
"2160",2018-06-28,37,32.8070934256055
"2161",2018-06-25,47,41.673875432526
"2162",2018-06-26,41,36.3538062283737
"2164",2018-06-29,27,23.9403114186851
"2165",2019-06-28,56,67.625730994152
"2166",2019-07-01,45,54.3421052631579
"2167",2019-06-25,72,86.9473684210526
"2169",2019-06-29,63,76.078947368421
"2170",2019-06-27,82,99.0233918128655
"2171",2019-06-30,49,59.172514619883
"2172",2019-06-26,24,28.9824561403509
"2173",2004-07-02,0,0
"2174",2004-07-04,84,204.291845493562
"2175",2004-07-07,0,0
"2176",2004-07-06,0,0
"2177",2004-07-05,69,167.811158798283
"2178",2004-07-03,0,0
"2179",2004-07-01,43,104.577968526466
"2181",2005-07-02,0,0
"2182",2005-07-05,28,72.8563690529927
"2183",2005-07-03,51,132.702672203665
