section	url	date	snippet
Business	https://www.nytimes.com/2017/03/07/business/dealbook/mortgage-lending-bias-lawsuits.html	2017-03-07T20:45:46+0000	The new administration’s deregulatory fervor has stirred expectations for a pullback in the enforcement of laws that prevent discrimination in lending....
Business	https://www.nytimes.com/2017/03/07/business/dealbook/snap-snapchat-ipo-stock.html	2017-03-07T20:38:01+0000	Analysts have grown leery of slowing user growth experienced last year by the company, whose shares tumbled 12 percent Monday and 8 percent in early trading Tuesday....
Business	https://www.nytimes.com/2017/03/07/business/dealbook/citigroup-dips-cautious-toe-in-chinese-bonds.html	2017-03-07T17:46:29+0000	The bank will include Chinese bonds in existing emerging-market indexes. It’s a victory for Beijing, but also a low-risk diplomatic win for Citigroup....
Business	https://www.nytimes.com/2017/03/07/business/economy/trump-budget-entitlements-working-class.html	2017-03-07T15:01:41+0000	By protecting Social Security and Medicare while going after anti-poverty programs, the plan suits a constituency that strongly backed the president....
Business	https://www.nytimes.com/2017/03/07/business/germany-facebook-refugee-selfie-merkel.html	2017-03-07T13:57:45+0000	The picture of Anas Modamani with the German chancellor was used in fake news posts about terrorism, and he wanted the social media giant to prevent its use....
Business	https://www.nytimes.com/2017/03/07/business/dealbook/snap-softbank-trump-deutsche-bank.html	2017-03-07T11:31:30+0000	Shares in Snapchat’s parent fell 12 percent and closed below their $24 opening price as several analysts issued sell recommendations....
Business	https://www.nytimes.com/2017/03/07/business/china-trade-manufacturing-europe.html	2017-03-07T10:56:57+0000	European and American companies say that a $300 billion effort to make China self-sufficient in important sectors could lead to unfair competition....
Business	https://www.nytimes.com/interactive/2017/business/trade-china-protectionism.html	2017-03-07T08:00:17+0000	The Trump administration faces the problem that China’s high trade barriers are allowed by the World Trade Organization, because China entered the group as a developing country and insists it still is one....
Business	https://www.nytimes.com/2017/03/06/business/dealbook/07sorkin-softbank-trump-saudi-arabia.html	2017-03-07T01:47:00+0000	Masayoshi Son’s SoftBank Vision Fund could be described as a front for Saudi Arabia, and a contradiction to President Trump’s nationalistic rhetoric....
Business	https://www.nytimes.com/2017/03/06/business/sean-spicer-press-briefing-off-camera.html	2017-03-07T00:30:53+0000	Monday was the seventh straight day that Mr. Spicer, President Trump’s press secretary, declined to hold a televised White House press briefing....
Business	https://www.nytimes.com/2017/03/06/business/hundreds-accuse-jewelry-firm-of-discrimination-and-sexual-misconduct.html	2017-03-06T21:13:34+0000	Employee hotlines, mandatory arbitration and “tap on the shoulder” promotions can mask problems in workplaces, lawyers and academics who specialize in gender discrimination say....
Business	https://www.nytimes.com/2017/03/06/business/peugeot-general-motors-opel-deal.html	2017-03-06T19:52:59+0000	The French carmaker is paying a low 1.8 billion euros, while G.M. has taken out insurance against looking as if it sold too cheaply....
Business	https://www.nytimes.com/2017/03/06/business/dealbook/courts-will-define-boundaries-of-friendship-in-insider-trading.html	2017-03-06T19:52:23+0000	Did a Supreme Court ruling reject only a “tangible” benefit requirement, or did it mean to get rid of the reference to “meaningfully close” relationship, too?...
Business	https://www.nytimes.com/interactive/2017/03/06/business/dealbook/state-teachers-pensions.html	2017-03-06T17:56:35+0000	As teachers across the country retire, their pensions are being subsidized by newly hired teachers to a surprising degree. Here is a look at how states’ pension plans compare....
Business	https://www.nytimes.com/2017/03/06/business/familiar-names-at-the-store-want-you-to-stay-with-them-too.html	2017-03-06T16:11:28+0000	With purveyors of luxury goods in the lead, retailers are entering the hotel business as one more way to market their wares....
Business	https://www.nytimes.com/2017/03/06/business/dealbook/opel-psa-standard-life-aberdeen-bridgewater-deutsche.html	2017-03-06T11:24:58+0000	The deal for PSA Group of France to buy the Opel and Vauxhall brands comes at a politically and economically difficult time....
Business	https://www.nytimes.com/2017/03/06/business/four-ways-to-be-more-effective-in-meetings.html	2017-03-06T10:00:28+0000	The wasteful meeting has become a stereotype of the American workplace culture. But it doesn’t have to be that way....
Business	https://www.nytimes.com/2017/03/06/business/dealbook/aberdeen-asset-management-standard-life-merger.html	2017-03-06T09:02:41+0000	The deal, which would create one of Europe’s largest asset managers, reflects the rising pressure on funds that try to beat the markets....
Business	https://www.nytimes.com/2017/03/06/business/psa-general-motors-opel-acquisition.html	2017-03-06T07:24:27+0000	The possibility of job cuts and factory closures in Europe could spark nationalist appeals....
Business	https://www.nytimes.com/2017/03/05/business/houston-will-host-energy-conference-and-february-jobs-figures-are-due.html	2017-03-06T02:00:03+0000	The CERAWeek gathering will draw the Canadian prime minister and other international speakers. Meanwhile, analysts are expecting a solid monthly gain in jobs....
Business	https://www.nytimes.com/2017/03/05/business/dealbook/ex-employees-note-a-hint-of-turmoil-in-bridgewaters-recipe-for-success.html	2017-03-06T01:36:31+0000	It’s not every firm where a top executive is accused of lying on a video for every employee to see. But that’s how Ray Dalio runs Bridgewater Associates, according to former employees....
Business	https://www.nytimes.com/2017/03/05/business/dealbook/bridgewater-response-times-reporting.html	2017-03-06T01:35:46+0000	The hedge fund founded by Ray Dalio addresses points in a New York Times article....
Business	https://www.nytimes.com/2017/03/05/business/detroit-automakers-emissions-standards.html	2017-03-06T01:11:51+0000	The Trump administration’s expected move on emissions and mileage targets would remove a costly mandate, though some efficiency efforts would proceed....
Business	https://www.nytimes.com/2017/03/05/business/treasury-auctions-set-for-the-week-of-march-6.html	2017-03-06T00:40:59+0000	The following tax-exempt fixed-income issues are scheduled for pricing this week....
