"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-13","1.5",,"0.0","0.0","0.0",,"19.4","12.8",,"  130","  140","5.4","8.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-14","2.1",,"8.4","0.0","0.0",,"19.4","11.7",,"  160","  180","5.8","8.5","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-15","4.7",,"2.3","0.0","0.0",,"20.0","11.7",,"  290","  310","9.4","15.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-16","2.4",,"1.0","0.0","0.0",,"11.7","7.8",,"  360","  350","6.3","9.8","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-17","2.2",,"30.7","0.0","0.0",,"15.0","10.0",,"  170","  170","5.4","8.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-18","3.0",,"0.0","0.0","0.0",,"13.9","3.3",,"  310","  320","7.6","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-19","4.2",,"0.0","0.0","0.0",,"4.4","1.7",,"  290","  280","8.9","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-20","2.7",,"0.0","0.0","0.0",,"6.1","1.1",,"  310","  320","7.6","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-21","3.2",,"0.0","0.0","0.0",,"13.3","3.9",,"  250","  240","7.6","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-22","2.2",,"4.8","0.0","0.0",,"16.7","11.7",,"  180","  260","6.3","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-23","1.6",,"39.4","0.0","0.0",,"17.8","11.1",,"  180","  170","4.5","7.6","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-24","2.0",,"0.3","0.0","0.0",,"22.2","17.2",,"  270","  210","6.7","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-25","0.4",,"0.3","0.0","0.0",,"18.9","13.9",,"  310","  310","3.6","5.4","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-26","3.6",,"0.0","0.0","0.0",,"15.0","8.3",,"   40","   40","6.7","9.8","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-27","2.6",,"3.0","0.0","0.0",,"16.1","7.8",,"  310","  320","6.7","11.6","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-28","3.7",,"0.8","0.0","0.0",,"7.8","1.1",,"   90","  100","8.1","12.5",,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-29","3.1",,"11.4","0.0","0.0",,"7.8","1.1",,"  100","  120","8.1","10.7","    1",,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-30","1.8",,"4.8","0.0","0.0",,"8.9","3.3",,"  120","  110","4.0","5.8","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-31","2.4",,"0.8","0.0","0.0",,"8.9","5.6",,"  300","  300","6.3","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-01","3.4",,"0.0","0.0","0.0",,"5.6","1.1",,"  290","  300","7.6","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-02","3.0",,"0.0","0.0","0.0",,"4.4","0.0",,"  290","  270","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-03","3.5",,"0.0","0.0","0.0",,"7.2","1.7",,"  270","  240","7.6","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-04","3.8",,"0.0","0.0","0.0",,"2.2","-9.9",,"   40","   40","9.4","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-05","2.3",,"0.0","0.0","0.0",,"-1.6","-11.6",,"   10","   20","8.9","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-06","1.6",,"0.0","0.0","0.0",,"5.0","-3.8",,"  250","  250","5.8","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-07","1.1",,"0.0","0.0","0.0",,"7.8","-0.5",,"  260",,"3.1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-08","1.9",,"0.0","0.0","0.0",,"7.8","-0.5",,"   80","   80","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-09","3.6",,"0.0","0.0","0.0",,"8.3","4.4",,"   70","   80","6.7","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-10","4.4",,"45.7","0.0","0.0",,"15.0","4.4",,"  280","  290","9.8","15.7","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-11","4.7",,"0.0","0.0","0.0",,"4.4","-3.2",,"  280","  280","8.9","15.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-12","2.7",,"0.0","0.0","0.0",,"6.7","-3.8",,"  290","  280","9.8","15.7",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-13","4.4",,"0.0","0.0","0.0",,"-1.0","-5.5",,"  280","  260","9.4","15.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-14","2.2",,"0.0","0.0","0.0",,"3.3","-5.5",,"  260","  280","6.7","10.3",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-15","2.3",,"0.0","0.0","0.0",,"10.6","1.1",,"  170","  170","5.4","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-16","3.0",,"6.1","0.0","0.0",,"11.1","5.6",,"  310","  270","6.7","9.8","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-17","2.5",,"1.3","10.0","0.0",,"5.6","-1.0",,"   60","   10","5.8","8.5","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-18","5.3",,"0.0","0.0","0.0",,"-0.5","-7.7",,"  290","  280","9.8","15.7",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-19","4.9",,"0.0","0.0","0.0",,"-2.1","-8.8",,"  280","  280","8.9","15.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-20","2.5",,"0.0","0.0","0.0",,"2.8","-2.7",,"  310","  290","6.3","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-21","2.7",,"0.0","0.0","0.0",,"2.2","-3.2",,"  310","   10","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-22","2.9",,"0.3","5.0","0.0",,"-1.0","-6.0",,"   50","   30","7.2","9.8",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-23","7.0",,"58.7","693.0","150.0",,"-2.7","-4.3",,"   30","   40","11.2","19.2","    1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-24","2.6",,"0.0","0.0","560.0",,"1.7","-6.6",,"   10","   20","7.6","12.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-25","1.5",,"0.0","0.0","480.0",,"3.9","-2.1",,"  190","  180","4.0","7.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-26","2.9",,"0.0","0.0","430.0",,"8.9","3.3",,"  230","  250","7.2","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-27","3.0",,"0.0","0.0","230.0",,"8.3","1.1",,"  290","  320","6.7","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-28","2.0",,"0.0","0.0","150.0",,"5.6","0.0",,"  250","  260","6.3","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-29","3.5",,"0.0","0.0","150.0",,"5.0","-1.0",,"  310","  320","7.6","14.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-30","3.1",,"0.0","0.0","150.0",,"3.9","-2.1",,"  240","  250","7.2","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-01-31","2.3",,"0.0","0.0","100.0",,"13.3","2.2",,"  250","  240","6.3","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-01","2.6",,"0.3","0.0","50.0",,"15.0","6.7",,"  250","  260","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-02","1.6",,"0.0","0.0","0.0",,"10.0","3.3",,"  170","   20","5.4","7.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-03","2.9",,"18.5","0.0","0.0",,"15.0","5.6",,"  180","  170","8.1","13.4","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-04","2.6",,"0.0","0.0","0.0",,"15.0","6.7",,"   20","   20","6.3","9.4","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-05","3.7",,"13.5","64.0","30.0",,"6.7","-0.5",,"  310","  300","7.6","13.0","    1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-06","2.5",,"0.0","0.0","0.0",,"4.4","-1.0",,"  250","  240","6.3","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-07","2.4",,"0.0","0.0","0.0",,"8.3","0.6",,"   60","   90","8.1","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-08","4.7",,"1.3","3.0","0.0",,"3.9","-2.1",,"   60","   40","9.4","13.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-09","1.8",,"0.0","0.0","0.0",,"2.2","-2.7",,"   60","   60","6.3","8.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-10","2.6",,"0.3","0.0","0.0",,"3.9","-0.5",,"  250","  240","7.2","10.7","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-11","4.5",,"0.0","0.0","0.0",,"-0.5","-7.7",,"  290","  290","8.9","16.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-12","3.0",,"0.0","0.0","0.0",,"-2.7","-9.3",,"  290","  300","6.7","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-13","5.5",,"0.0","0.0","0.0",,"-5.5","-14.3",,"  290","  290","10.3","17.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-14","2.8",,"0.0","0.0","0.0",,"-9.3","-18.2",,"  310","  300","8.9","14.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-15","2.4",,"11.2","36.0","0.0",,"1.7","-10.5",,"   60","   60","5.4","7.6","    1",,,,,"    1","    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-16","3.5",,"25.7","0.0","0.0",,"12.2","1.7",,"  170","  170","8.1","17.9","    1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-17","3.3",,"0.0","0.0","0.0",,"3.9","1.7",,"  320","  310","6.3","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-18","3.2",,"0.0","0.0","0.0",,"2.2","-2.7",,"   30","  300","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-19","2.4",,"0.0","0.0","0.0",,"3.9","-4.3",,"  170","  180","6.3","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-20","3.3",,"0.0","0.0","0.0",,"16.1","3.9",,"  240","  240","7.2","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-21","2.2",,"0.8","0.0","0.0",,"12.8","6.7",,"   60","   40","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-22","2.3",,"0.0","0.0","0.0",,"11.1","3.3",,"   70","   80","7.2","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-23","6.5",,"7.6","0.0","0.0",,"4.4","1.7",,"   70","   60","10.7","16.1","    1",,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-24","4.7",,"31.0","0.0","0.0",,"15.6","2.2",,"  180","  190","9.4","16.5","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-25","4.0",,"0.5","0.0","0.0",,"16.1","2.8",,"  260","  250","8.9","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-26","3.9",,"0.0","0.0","0.0",,"3.9","-2.7",,"  290","  290","9.8","15.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-27","2.7",,"0.0","0.0","0.0",,"5.0","-3.2",,"  250","  250","6.7","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-28","3.3",,"0.0","0.0","0.0",,"15.6","3.3",,"  230","  200","7.6","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-02-29","3.8",,"1.3","0.0","0.0",,"16.1","8.3",,"  260","  270","6.7","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-01","3.4",,"0.0","0.0","0.0",,"11.1","3.9",,"  170","  250","6.7","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-02","4.7",,"3.6","0.0","0.0",,"12.8","-1.6",,"  310","  300","10.3","17.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-03","2.6",,"0.0","0.0","0.0",,"2.2","-3.2",,"  310","  320","7.2","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-04","3.9",,"2.8","10.0","0.0",,"3.9","-1.0",,"   30","   20","7.2","10.7","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-05","1.9",,"0.0","0.0","0.0",,"5.0","-2.1",,"  360","  360","5.8","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-06","1.5",,"0.0","0.0","0.0",,"6.7","0.0",,"   50","   50","5.8","6.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-07","3.5",,"0.0","0.0","0.0",,"15.6","2.2",,"  230","  240","7.6","13.4",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-08","1.5",,"0.0","0.0","0.0",,"19.4","8.3",,"  170","  170","6.3","8.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-09","1.0",,"0.0","0.0","0.0",,"25.0","6.7",,"  240","  210","4.5","9.8",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-10","2.2",,"0.0","0.0","0.0",,"26.1","17.2",,"  250",,"5.4",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-11","2.7",,"1.5","0.0","0.0",,"20.0","8.9",,"   40","   10","7.6","11.6","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-12","2.3",,"0.0","0.0","0.0",,"15.0","4.4",,"  250","  250","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-13","1.6",,"0.0","0.0","0.0",,"16.7","10.0",,"   30","   30","5.4","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-14","6.3",,"7.4","0.0","0.0",,"10.6","4.4",,"   70","   60","12.5","17.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-15","2.4",,"0.0","0.0","0.0",,"13.9","6.7",,"   70","   70","10.3","16.5","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-16","1.6",,"0.5","0.0","0.0",,"18.3","8.9",,"  190","  170","5.8","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-17","2.2",,"0.0","0.0","0.0",,"17.2","7.2",,"  300","  300","8.9","14.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-18","3.9",,"0.0","0.0","0.0",,"13.9","5.6",,"  290","  270","9.8","17.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-19","2.3",,"0.0","0.0","0.0",,"7.8","2.2",,"   40","   40","6.7","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-20","4.3",,"1.8","0.0","0.0",,"6.1","0.0",,"   60","   80","8.1","10.7","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-21","3.6",,"1.5","13.0","0.0",,"10.0","0.0",,"  280","  290","8.9","14.8","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-22","3.1",,"0.0","0.0","0.0",,"13.3","1.7",,"  260","  240","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-23","2.7",,"0.0","0.0","0.0",,"21.7","8.9",,"  250","  260","6.7","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-24","4.1",,"0.0","0.0","0.0",,"12.8","6.7",,"   60","   70","8.9","11.6","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-25","1.7",,"1.0","0.0","0.0",,"22.2","6.7",,"  290","  360","6.3","9.8","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-26","2.9",,"0.0","0.0","0.0",,"12.8","3.3",,"   60","  190","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-27","2.5",,"0.0","0.0","0.0",,"12.8","6.1",,"  170","  180","5.8","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-28","4.5",,"9.7","0.0","0.0",,"16.7","5.6",,"  290","  270","11.2","20.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-29","5.2",,"0.0","0.0","0.0",,"11.7","4.4",,"  290","  280","11.6","19.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-30","2.4",,"0.0","0.0","0.0",,"13.3","2.8",,"  190","  160","7.2","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-03-31","3.0",,"0.0","0.0","0.0",,"22.8","9.4",,"  240","  250","7.2","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-01","3.0",,"0.5","0.0","0.0",,"26.1","16.1",,"  260","  250","5.4","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-02","2.2",,"4.1","0.0","0.0",,"16.1","9.4",,"  190","  190","4.0","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-03","5.7",,"2.3","0.0","0.0",,"10.0","1.1",,"  280","  280","11.2","20.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-04","3.2",,"11.9","0.0","0.0",,"7.2","-1.6",,"   50","   30","7.2","11.2","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-05","3.7",,"0.0","0.0","0.0",,"6.1","-3.2",,"   20","   20","9.8","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-06","2.7",,"0.0","0.0","0.0",,"8.9","-1.0",,"  180","  180","7.6","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-07","3.1",,"2.3","0.0","0.0",,"14.4","8.9",,"  250","  260","8.9","15.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-08","3.2",,"0.3","0.0","0.0",,"10.0","4.4",,"  280","  300","5.8","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-09","2.9",,"2.8","0.0","0.0",,"6.1","2.2",,"  310","  320","6.3","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-10","2.2",,"0.0","0.0","0.0",,"10.0","-0.5",,"  260","  320","5.8","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-11","3.1",,"0.3","0.0","0.0",,"18.3","6.1",,"  260","  240","5.8","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-12","2.6",,"5.1","0.0","0.0",,"15.0","7.2",,"  310","  320","9.4","13.4","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-13","2.0",,"0.0","0.0","0.0",,"14.4","4.4",,"   40","   40","7.2","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-14","2.9",,"0.0","0.0","0.0",,"16.7","6.1",,"   50","   50","4.9","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-15","1.7",,"0.0","0.0","0.0",,"18.3","5.6",,"   60","   60","5.8","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-16","2.2",,"0.0","0.0","0.0",,"20.0","6.1",,"   50","   40","7.2","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-17","1.3",,"0.0","0.0","0.0",,"23.9","6.7",,"  180","  160","4.0","6.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-18","1.7",,"0.0","0.0","0.0",,"27.8","10.6",,"  170","  170","6.3","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-19","3.4",,"0.0","0.0","0.0",,"22.8","12.8",,"  350","  340","7.2","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-20","2.7",,"0.0","0.0","0.0",,"20.6","9.4",,"   50","   50","7.2","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-21","2.5",,"0.0","0.0","0.0",,"22.8","9.4",,"  260","  150","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-22","1.9",,"0.0","0.0","0.0",,"26.1","16.7",,"  170","  240","4.5","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-23","3.2",,"4.1","0.0","0.0",,"21.7","12.2",,"   30","   10","7.2","11.2","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-24","2.6",,"0.0","0.0","0.0",,"20.0","8.3",,"   30","   40","6.7","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-25","1.8",,"0.0","0.0","0.0",,"20.6","10.0",,"  150","  100","4.0","6.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-26","3.2",,"6.1","0.0","0.0",,"15.6","8.3",,"   70","   60","7.6","11.6","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-27","1.9",,"0.0","0.0","0.0",,"16.7","7.8",,"  240","  210","5.4","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-28","2.1",,"0.0","0.0","0.0",,"15.0","8.9",,"   50","   60","5.8","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-29","2.6",,"1.3","0.0","0.0",,"14.4","7.2",,"   60","   90","6.3","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-04-30","2.6",,"0.0","0.0","0.0",,"18.3","7.8",,"  270","  170","5.4","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-01","2.2",,"4.1","0.0","0.0",,"10.6","7.2",,"   70","  170","5.8","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-02","1.0",,"1.0","0.0","0.0",,"15.6","7.2",,"   60","  300","4.0","5.4","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-03","2.7",,"15.5","0.0","0.0",,"13.3","10.6",,"   60","   70","6.3","8.5","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-04","3.9",,"0.3","0.0","0.0",,"11.1","8.9",,"   60","   60","7.6","10.7","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-05","3.7",,"0.0","0.0","0.0",,"13.9","7.8",,"   60","   40","6.7","10.3","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-06","3.5",,"13.7","0.0","0.0",,"12.2","8.9",,"   80","   60","8.1","12.5","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-07","2.0",,"0.0","0.0","0.0",,"15.6","8.9",,"   80","   60","6.3","8.5","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-08","2.1",,"4.1","0.0","0.0",,"18.9","9.4",,"  310","  300","8.9","13.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-09","2.3",,"0.0","0.0","0.0",,"22.2","11.1",,"  260","  270","8.1","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-10","2.2",,"0.0","0.0","0.0",,"17.2","10.0",,"   60","  250","5.8","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-11","1.1",,"0.0","0.0","0.0",,"24.4","10.0",,"  250","  250","4.5","7.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-12","1.5",,"0.0","0.0","0.0",,"26.7","13.3",,"   70","    5","5.4","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-13",,,"6.4","0.0","0.0",,"18.3","13.9",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-14",,,"0.0","0.0","0.0",,"22.8","13.3",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-15",,,"0.0","0.0","0.0",,"15.0","7.8",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-16",,,"0.0","0.0","0.0",,"18.9","6.1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-17","1.7",,"0.0","0.0","0.0",,"17.8","11.1",,"   99",,"2.7",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-18",,,"0.0","0.0","0.0",,"20.0","11.1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-19","0.6",,"0.0","0.0","0.0",,"22.8","12.2",,"  190","  180","4.5","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-20","2.0",,"0.0","0.0","0.0",,"24.4","11.7",,"   50","  250","5.4","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-21","1.7",,"1.0","0.0","0.0",,"18.9","12.2",,"  150","  150","5.4","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-05-22","1.6",,"2.3","0.0","0.0",,"21.1","11.1",,"   60","   50","4.5","6.3","    1",,,,,,
