sat,rank,satobs,mlhs,mcol,flhs,fcol,black,hisp,asian,female,rdsc,vocab,pict,lgsc,matsc,mosaic,nsib
0,72,0,0,1,1,0,0,0,0,1,56,60,64,59,55,49,0
0,63,0,0,1,0,0,0,0,0,1,52,54,59,60,54,45,4
0,1,0,1,0,1,0,0,1,0,0,42,36,60,41,37,46,2
1030,87,1,0,1,0,0,0,0,0,1,66,60,56,57,65,54,2
0,77,0,1,0,1,0,0,0,0,1,55,48,62,54,44,54,3
0,50,0,1,0,0,0,0,0,0,1,54,43,51,56,40,57,2
0,94,0,0,1,0,1,0,0,0,1,66,69,56,62,62,63,3
0,63,0,0,0,0,0,0,0,0,0,61,57,34,59,65,54,3
0,18,0,1,0,1,0,0,0,0,0,37,45,49,57,47,62,3
0,93,0,1,0,0,0,0,0,0,1,68,57,61,63,67,55,4
1040,29,1,0,0,0,0,0,0,0,0,66,66,41,59,62,66,1
0,1,0,0,0,1,0,1,0,0,0,37,37,26,28,33,22,7
0,34,0,0,0,0,1,0,0,0,0,46,48,51,41,51,57,6
0,6,0,0,0,0,0,0,0,0,0,54,54,49,45,47,48,1
830,53,1,0,1,0,1,0,0,0,1,57,48,45,56,51,57,2
0,19,0,0,0,0,1,0,0,0,0,51,36,61,56,58,61,3
950,29,1,0,1,0,1,0,0,0,0,56,54,43,61,50,63,2
0,42,0,0,0,0,0,0,0,0,1,33,39,64,32,40,43,3
0,33,0,0,1,0,1,0,0,0,0,46,45,50,52,35,60,2
0,93,0,1,0,1,0,0,0,0,0,71,66,66,63,67,64,7
0,6,0,0,0,0,0,0,0,0,0,49,42,40,45,47,44,2
0,12,0,1,0,1,0,1,0,0,1,43,36,34,33,33,34,8
0,10,0,0,1,1,0,0,1,0,1,27,37,41,38,33,39,6
0,55,0,0,1,0,0,0,0,0,0,61,69,51,55,58,58,2
0,83,0,0,1,0,1,0,0,0,0,49,45,51,63,58,61,1
0,52,0,1,0,1,0,0,0,0,0,49,54,51,52,58,47,3
730,74,1,0,0,0,0,0,0,0,1,47,63,56,47,53,46,0
0,12,0,0,0,0,0,0,0,0,1,32,45,41,42,33,48,4
0,86,0,1,0,1,0,0,0,0,1,56,54,62,64,56,63,4
0,97,0,0,1,0,0,0,0,0,1,56,60,65,57,66,51,1
0,87,0,0,0,0,0,0,0,0,1,64,57,66,51,51,57,4
600,50,1,0,1,0,0,0,0,0,1,37,42,52,59,53,60,1
0,81,0,0,0,1,0,0,0,0,1,54,49,62,57,59,58,3
850,52,1,0,0,0,0,0,0,0,0,51,54,46,59,62,53,7
0,57,0,0,1,0,1,0,0,0,1,68,69,54,63,65,50,0
0,48,0,1,0,1,0,0,0,0,0,59,66,52,42,46,56,3
1120,95,1,1,0,0,0,0,0,0,1,60,58,66,62,58,55,2
1070,79,1,0,0,0,1,0,0,1,0,59,60,65,61,62,65,3
0,79,0,0,0,0,0,0,0,0,1,49,34,64,53,58,56,2
1000,75,1,0,1,0,1,0,0,0,0,61,63,53,64,58,61,2
0,52,0,1,0,1,0,0,0,0,1,42,39,50,49,38,53,4
720,30,1,0,0,1,0,0,0,0,0,49,53,51,46,53,40,0
1180,80,1,0,1,0,1,0,0,0,0,54,60,52,63,64,66,2
0,41,0,0,0,0,1,0,0,0,0,46,51,56,55,49,40,5
0,0,0,1,0,1,0,0,0,0,0,49,60,35,40,46,38,3
0,3,0,1,0,0,1,0,1,0,0,34,39,41,38,46,56,4
0,51,0,1,0,0,0,0,0,0,0,54,54,38,48,55,47,0
0,21,0,1,0,1,0,0,1,0,0,34,37,33,32,40,28,8
530,90,1,1,0,0,0,1,0,0,1,52,42,39,53,46,46,1
0,34,0,1,0,1,0,0,1,0,0,44,39,51,49,40,51,5
0,41,0,0,0,0,0,0,0,0,1,52,57,54,53,47,45,1
0,67,0,0,1,1,0,0,0,0,1,53,57,36,57,58,55,1
0,99,0,0,0,1,0,0,0,0,1,59,58,61,65,62,57,9
0,95,0,1,0,1,0,0,0,0,1,59,42,64,62,62,54,4
0,69,0,0,0,0,1,0,0,0,1,59,52,41,56,46,44,3
0,50,0,0,0,0,0,0,0,0,1,54,48,36,48,46,50,3
970,28,1,0,0,0,1,0,0,0,0,51,57,41,59,62,52,2
1160,94,1,0,1,0,1,0,0,0,1,66,66,64,59,53,59,3
0,50,0,0,0,0,0,1,0,0,0,44,42,41,32,33,45,5
0,89,0,1,0,1,0,1,0,0,1,39,48,55,50,36,57,4
0,83,0,0,1,0,1,0,0,0,1,68,57,61,60,58,78,1
0,67,0,1,0,0,0,0,0,0,1,64,54,65,54,55,43,3
1200,97,1,0,0,0,1,0,0,0,0,64,69,55,56,55,46,2
0,99,0,0,0,0,0,0,0,0,0,49,63,65,56,64,66,2
0,76,0,0,1,0,0,0,1,0,1,56,55,43,63,60,57,1
0,75,0,0,0,0,1,0,0,0,1,59,48,65,58,48,51,2
1130,91,1,0,1,0,1,0,0,0,0,59,66,60,62,65,51,1
0,17,0,0,0,1,0,0,0,0,1,42,42,40,32,44,52,0
630,53,1,1,0,1,0,1,0,0,0,51,40,42,31,45,39,2
880,8,1,1,0,1,0,0,0,0,0,54,69,48,46,55,51,1
0,66,0,1,0,0,0,0,0,0,1,54,51,35,47,58,50,2
0,4,0,0,1,0,1,0,0,0,0,64,60,42,50,44,44,4
1060,91,1,0,0,1,0,0,0,0,1,66,63,51,53,62,43,2
980,85,1,0,1,0,1,0,0,0,0,49,58,49,54,65,48,2
0,23,0,0,1,0,0,0,0,0,0,48,45,37,47,62,41,1
790,63,1,0,0,0,1,0,0,0,1,42,46,59,56,62,61,3
0,94,0,0,0,0,0,0,0,0,1,56,54,54,56,56,42,4
0,83,0,0,0,0,1,0,0,0,0,64,60,48,54,67,56,1
0,47,0,1,0,1,0,0,0,0,1,49,39,47,42,47,53,2
0,20,0,1,0,1,0,0,0,0,1,45,36,34,53,38,62,3
0,39,0,0,0,1,0,1,0,0,1,45,46,48,55,44,37,4
0,47,0,1,0,1,0,0,0,0,1,49,30,46,49,41,37,5
0,41,0,1,0,0,0,0,0,0,0,51,48,48,46,46,46,1
0,39,0,1,0,1,0,1,0,0,1,44,57,43,50,48,47,9
0,53,0,1,0,0,0,0,0,0,0,49,48,39,61,58,56,8
0,74,0,1,0,1,0,1,0,0,0,37,39,43,49,42,62,4
0,12,0,0,0,0,0,0,0,0,0,42,48,48,51,55,43,3
0,87,0,0,0,0,0,0,0,0,1,48,58,55,56,51,63,3
810,83,1,0,0,0,0,0,0,0,1,51,57,55,56,60,57,5
0,12,0,0,0,1,0,0,0,0,0,49,54,34,37,44,41,3
0,3,0,0,1,0,1,0,0,0,1,35,50,40,35,32,43,1
0,49,0,0,1,0,1,0,0,0,1,57,57,45,63,59,65,4
850,74,1,1,0,0,1,0,0,0,0,44,54,52,52,42,54,5
0,84,0,0,0,0,1,0,0,0,1,59,60,49,56,55,57,1
0,57,0,0,0,1,0,0,0,0,1,51,48,31,55,42,54,5
0,28,0,0,0,0,0,0,0,0,0,37,39,50,57,49,56,3
0,44,0,1,0,1,0,0,1,0,0,44,36,47,32,46,43,6
960,60,1,0,1,0,1,0,0,0,1,66,66,62,58,51,50,6
0,41,0,0,0,1,0,0,0,0,1,44,39,52,32,38,46,4
0,53,0,1,0,1,0,0,0,0,1,51,57,49,50,38,36,0
0,11,0,0,0,1,0,0,0,0,1,45,36,66,57,40,43,5
760,71,1,0,0,0,1,0,0,0,0,57,56,50,65,56,52,1
660,23,1,0,0,0,0,0,0,0,0,61,42,54,47,46,47,3
870,79,1,0,1,0,1,0,0,0,0,54,69,47,51,60,42,9
1180,83,1,0,0,0,1,0,0,0,0,64,61,64,60,65,55,2
0,36,0,0,1,0,1,0,1,0,0,39,36,45,22,32,62,3
0,50,0,1,0,1,0,0,1,0,0,49,42,39,45,37,45,2
890,57,1,1,0,0,0,0,0,0,1,49,57,52,55,56,54,1
0,5,0,1,0,0,1,0,1,0,1,37,45,37,28,29,35,5
0,44,0,0,0,0,1,0,0,0,0,54,60,57,56,62,49,1
0,80,0,0,1,0,1,0,0,0,0,61,57,49,54,60,66,4
0,55,0,1,0,1,0,0,1,0,1,54,42,48,59,47,46,11
720,6,1,0,0,0,0,0,0,0,0,45,47,41,40,51,52,6
1000,68,1,1,0,0,0,0,0,0,0,47,49,63,50,58,51,3
0,9,0,1,0,1,0,0,0,0,1,50,46,33,42,36,35,7
0,56,0,0,1,0,0,0,0,0,1,54,51,43,55,51,56,1
0,49,0,1,0,0,1,0,0,0,0,42,38,61,26,33,55,3
1040,80,1,0,1,0,1,0,0,0,1,57,54,65,62,62,58,2
0,24,0,0,0,0,1,0,0,0,1,58,37,63,60,47,49,4
610,73,1,1,0,1,0,0,1,0,0,45,47,50,42,52,51,3
1060,79,1,0,0,0,1,0,0,0,1,64,54,66,57,55,54,2
0,21,0,0,0,0,1,0,0,0,1,57,60,65,59,48,42,1
0,23,0,0,0,1,0,0,0,0,1,34,48,58,51,38,59,3
920,86,1,0,0,0,0,0,0,0,0,51,39,62,55,64,63,3
0,80,0,1,0,1,0,0,0,0,1,56,60,66,61,55,60,3
0,17,0,1,0,1,0,0,0,0,1,44,42,60,55,49,62,7
1180,66,1,0,0,0,1,0,0,0,1,61,54,64,65,55,63,5
860,32,1,0,0,0,0,0,0,0,0,61,57,65,60,60,54,1
0,27,0,0,0,0,1,0,0,0,1,42,42,29,42,34,39,3
0,15,0,1,0,1,0,0,0,0,0,42,40,36,28,37,55,5
0,24,0,0,1,0,1,0,0,0,1,51,45,66,61,53,58,3
1080,65,1,0,1,0,1,0,0,0,0,61,60,61,62,67,58,9
0,27,0,0,0,0,1,0,0,0,0,61,58,40,60,49,53,4
1390,18,1,0,1,0,1,0,0,0,0,66,69,66,60,62,53,9
0,3,0,1,0,1,0,0,1,0,0,38,42,49,35,31,57,1
0,81,0,0,1,1,0,0,0,0,0,64,66,37,57,51,54,1
0,34,0,1,0,0,1,0,0,0,1,46,27,55,51,47,43,1
0,47,0,0,0,1,0,0,1,0,1,42,48,36,36,35,51,1
0,95,0,0,0,1,0,0,0,0,1,49,45,38,53,38,50,1
0,70,0,1,0,0,1,0,0,0,0,54,60,41,62,60,57,4
0,18,0,0,0,0,0,0,0,0,1,42,51,36,41,33,40,2
0,83,0,1,0,1,0,0,0,0,1,44,51,55,61,49,56,6
0,21,0,0,1,0,1,0,0,0,1,66,66,49,46,48,48,2
0,69,0,1,0,0,0,0,1,0,0,44,48,47,45,51,45,3
1030,74,1,0,0,0,1,0,0,0,0,59,54,49,52,51,53,2
970,62,1,0,1,1,0,0,0,0,0,57,46,66,55,64,48,2
590,70,1,0,0,0,0,0,0,0,1,39,43,60,54,33,50,2
890,26,1,0,0,0,1,0,0,0,0,46,51,54,47,62,53,4
0,21,0,1,0,1,0,1,0,0,1,34,40,32,26,37,38,3
0,66,0,1,0,1,0,1,0,0,1,42,48,37,24,42,42,6
1130,94,1,0,0,0,1,0,0,0,1,61,63,51,57,62,47,10
0,76,0,0,0,0,0,0,0,0,1,54,45,48,54,49,56,1
0,91,0,0,0,0,0,0,0,0,1,61,48,48,62,60,57,5
0,58,0,0,1,0,0,0,0,0,1,54,49,54,54,47,49,1
0,92,0,1,0,0,0,0,0,0,0,64,69,56,64,64,50,1
0,90,0,0,0,1,0,0,0,0,1,46,42,56,54,49,67,5
780,69,1,0,0,0,0,0,0,0,1,51,45,59,43,47,47,3
0,36,0,0,0,1,0,0,0,0,0,51,45,45,55,47,49,4
0,81,0,1,0,1,0,1,0,0,0,49,45,38,43,51,44,6
0,19,0,0,0,0,1,0,0,0,1,59,63,36,47,53,54,6
0,18,0,1,0,0,1,0,1,0,0,32,45,36,30,33,38,5
0,64,0,0,0,0,0,0,0,0,0,51,42,59,56,51,55,2
0,66,0,0,0,0,0,0,0,0,1,56,52,61,54,53,49,3
0,90,0,0,0,0,0,0,0,0,0,64,51,41,48,58,54,3
0,30,0,0,1,0,1,0,1,0,1,37,40,52,30,31,35,10
0,3,0,0,0,1,0,0,0,0,1,37,30,34,26,29,46,2
990,83,1,0,1,0,1,0,0,0,1,49,63,57,55,50,40,6
0,82,0,0,0,1,0,1,0,0,1,56,51,52,49,58,60,1
0,66,0,1,0,1,0,0,1,0,1,39,45,43,49,44,52,3
0,7,0,1,0,0,0,0,0,0,0,46,60,57,42,46,41,4
0,14,0,0,0,0,1,0,0,0,0,37,38,49,50,43,54,4
0,92,0,0,1,0,1,0,0,0,1,59,60,56,57,64,57,2
1150,99,1,0,0,0,1,0,0,0,1,61,52,60,63,67,55,2
0,53,0,0,1,0,1,0,0,0,0,64,60,43,57,56,46,1
0,77,0,1,0,1,0,0,0,0,1,46,42,50,57,46,46,1
0,28,0,1,0,0,0,0,0,0,1,56,51,40,37,37,51,2
0,44,0,1,0,0,0,0,0,0,1,68,52,63,60,57,52,2
0,18,0,0,0,1,0,0,0,0,0,51,40,37,54,42,48,3
930,51,1,0,1,0,0,0,0,0,1,61,64,53,52,49,55,1
910,19,1,0,1,0,1,0,0,0,1,56,51,56,59,62,48,5
760,65,1,0,0,0,0,0,0,0,1,42,48,49,35,38,52,2
0,79,0,0,0,0,0,0,0,0,1,44,42,64,48,51,51,1
0,16,0,1,0,1,0,0,1,0,1,36,43,55,38,31,67,7
0,63,0,1,0,0,0,1,0,0,1,27,36,58,57,31,83,5
0,19,0,0,0,0,0,0,0,0,0,42,42,43,34,40,32,3
0,77,0,0,0,0,0,0,0,0,0,51,49,66,65,55,52,1
0,15,0,1,0,1,0,0,0,0,0,45,44,51,54,43,45,3
0,1,0,1,0,1,0,0,0,0,0,49,54,45,47,38,44,1
900,63,1,0,0,1,0,1,0,0,1,49,54,44,49,62,46,4
0,71,0,1,0,1,0,0,0,0,0,54,52,64,59,55,52,4
520,60,1,1,0,0,0,0,0,0,1,49,39,39,54,49,56,0
0,5,0,1,0,1,0,0,0,0,1,46,45,54,59,42,45,1
0,38,0,0,0,0,0,1,0,0,1,42,38,65,42,40,50,6
0,14,0,1,0,1,0,0,0,0,1,46,42,61,52,46,50,4
870,71,1,0,0,0,1,0,0,0,1,46,51,64,53,55,79,6
1080,96,1,0,1,0,1,0,0,0,1,61,63,66,60,65,60,4
0,95,0,0,1,0,1,1,0,0,1,39,39,41,51,47,53,4
0,81,0,0,0,1,0,0,0,0,1,64,48,66,55,53,52,7
0,39,0,0,1,0,0,0,0,0,1,44,54,51,49,42,48,2
970,56,1,0,0,0,0,0,0,0,0,55,40,47,57,62,54,3
840,57,1,1,0,0,1,0,0,0,1,50,46,38,51,51,42,3
0,13,0,1,0,1,0,0,0,0,0,42,36,45,37,44,53,5
1170,76,1,0,0,0,1,0,0,0,1,56,60,64,63,60,44,1
0,76,0,0,1,0,0,0,0,0,1,61,66,62,59,60,74,3
1030,78,1,0,1,0,1,0,0,0,0,61,57,43,57,60,52,2
0,21,0,0,0,0,1,0,0,0,1,32,39,39,47,44,57,5
0,11,0,1,0,1,0,0,0,0,1,49,54,40,46,44,40,2
720,66,1,0,1,0,1,0,0,0,1,54,55,42,52,52,49,2
0,11,0,0,0,1,0,0,0,0,1,32,40,44,22,33,42,4
0,70,0,1,0,1,0,0,1,0,0,29,30,38,59,38,86,3
0,16,0,0,0,0,0,0,0,0,0,59,39,33,61,46,55,5
0,37,0,1,0,1,0,1,0,0,1,32,36,39,26,31,37,6
0,81,0,1,0,1,0,1,0,0,0,37,42,56,32,40,54,4
0,99,0,0,1,0,0,1,0,0,1,48,52,65,52,40,55,1
0,74,0,1,0,0,1,0,0,0,1,66,54,52,55,55,42,2
0,91,0,1,0,1,0,0,0,0,1,44,46,48,56,35,38,4
0,93,0,0,0,0,0,0,0,0,1,43,55,65,43,60,55,1
0,69,0,0,1,0,0,0,0,0,1,59,55,66,54,46,47,2
1130,61,1,0,0,0,1,0,0,0,0,68,72,48,63,65,54,3
0,75,0,0,0,0,1,0,0,0,1,49,55,64,56,62,48,2
840,90,1,0,1,0,0,0,0,0,0,58,55,64,45,51,43,1
0,88,0,1,0,1,0,0,0,0,1,61,51,65,65,53,69,3
0,84,0,0,1,0,1,0,0,0,1,54,59,57,59,49,53,5
0,71,0,1,0,0,0,0,0,0,1,50,45,42,56,42,51,1
950,53,1,1,0,0,1,0,0,0,1,54,48,60,54,62,59,4
0,1,0,0,0,1,0,0,0,0,0,46,44,32,40,38,43,3
0,49,0,0,0,0,0,0,0,0,0,66,54,49,48,47,43,2
0,82,0,1,0,1,0,0,0,0,0,56,66,64,64,65,59,2
810,53,1,0,1,0,1,0,0,0,0,54,49,50,54,51,54,7
0,55,0,0,0,0,1,0,0,0,1,49,66,53,63,58,50,4
0,45,0,0,1,0,1,0,0,0,1,51,63,44,55,53,51,2
0,83,0,1,0,0,0,0,1,0,0,59,48,66,51,64,53,2
0,77,0,0,1,0,1,0,0,0,0,54,49,59,63,65,55,6
0,56,0,0,1,0,0,0,0,0,0,44,36,62,55,62,55,3
0,50,0,0,0,0,0,0,0,0,1,44,48,66,52,53,47,7
0,97,0,1,0,0,1,0,0,0,1,62,58,56,55,67,56,5
0,46,0,1,0,0,1,0,0,0,0,42,51,38,61,37,55,4
1120,95,1,0,1,0,1,0,0,0,1,49,72,47,61,67,53,1
0,90,0,1,0,1,0,0,0,0,1,49,69,64,49,46,40,3
0,9,0,0,0,1,0,0,0,0,0,54,42,49,40,46,53,1
0,56,0,0,1,0,1,0,1,0,1,34,48,61,46,53,46,3
0,97,0,0,1,0,1,0,0,0,1,68,69,66,60,64,57,2
730,72,1,1,0,1,0,1,0,0,0,54,37,54,55,51,48,10
0,95,0,0,1,0,0,1,0,0,1,42,49,46,49,35,55,1
730,85,1,0,1,1,0,0,0,0,0,44,42,57,46,47,60,1
1100,77,1,0,1,0,1,0,0,0,0,51,51,65,55,58,48,2
970,80,1,0,1,0,1,0,0,0,1,54,58,55,62,57,53,2
0,81,0,0,1,1,0,1,0,0,1,39,30,53,40,46,52,6
0,46,0,1,0,1,0,1,0,0,1,36,42,66,30,40,41,4
0,12,0,0,1,0,1,0,0,0,1,42,45,39,51,42,52,2
0,94,0,0,0,0,0,0,0,0,0,62,64,61,57,67,51,1
0,31,0,0,1,0,1,0,0,0,1,44,63,51,57,46,58,1
0,57,0,1,0,0,0,0,0,0,0,46,49,64,53,52,45,0
0,78,0,1,0,1,0,0,0,0,0,61,57,43,57,58,45,4
0,81,0,0,0,1,0,0,1,0,1,43,43,35,48,37,40,5
960,76,1,0,0,1,0,0,0,0,0,46,42,41,54,65,68,1
0,43,0,0,1,0,0,0,0,0,1,68,60,66,63,55,60,2
0,15,0,1,0,1,0,1,0,0,0,29,39,45,42,33,42,4
0,64,0,0,1,0,1,1,0,0,1,49,42,41,49,46,44,1
990,97,1,0,0,0,1,0,0,0,0,66,42,56,59,62,57,3
0,3,0,1,0,0,0,0,0,0,1,56,48,49,45,38,45,2
0,46,0,0,1,0,1,0,0,0,0,46,49,54,49,62,54,1
1040,82,1,0,1,0,1,0,0,0,0,60,67,41,58,64,47,0
0,91,0,0,1,0,1,0,0,0,1,54,63,63,53,56,58,3
0,95,0,0,1,0,0,0,0,0,1,66,63,54,61,64,48,4
0,60,0,1,0,1,0,0,1,0,1,49,48,57,53,60,63,6
0,80,0,0,0,1,0,0,0,0,0,54,48,43,55,64,47,3
0,34,0,0,1,0,1,0,0,0,0,61,60,41,50,58,53,5
700,65,1,0,1,0,1,0,0,0,1,49,52,65,55,51,32,3
0,49,0,0,0,0,0,0,0,0,1,56,57,37,61,46,43,2
0,90,0,0,0,0,0,0,0,0,1,64,61,56,53,58,52,2
0,59,0,1,0,0,1,0,0,0,1,49,46,39,57,53,40,3
890,64,1,0,1,0,1,0,0,0,1,44,58,64,55,55,62,2
0,89,0,0,0,0,0,0,0,0,0,51,54,65,53,64,51,4
0,4,0,1,0,1,0,1,0,0,1,32,39,48,30,33,37,9
0,2,0,1,0,1,0,0,0,0,1,46,42,54,39,35,58,5
0,21,0,1,0,0,0,0,0,0,1,42,57,46,53,42,55,1
0,91,0,0,1,0,1,0,0,0,0,51,69,44,57,60,60,4
1130,79,1,0,0,0,0,0,0,0,0,66,58,56,58,65,48,7
620,86,1,1,0,0,1,0,0,0,0,42,45,46,54,39,55,1
0,50,0,0,0,0,0,0,0,0,1,42,45,46,38,35,48,3
800,86,1,0,1,0,1,0,0,0,0,55,52,42,55,45,62,1
790,26,1,0,0,0,1,0,0,0,0,46,45,45,57,60,54,4
0,84,0,0,0,1,0,0,0,0,0,62,58,58,58,57,45,2
0,25,0,0,0,0,0,0,0,0,0,39,48,61,59,62,49,9
0,94,0,0,0,0,1,0,0,0,1,62,66,59,62,59,54,1
0,25,0,1,0,1,0,0,1,0,1,34,48,35,38,40,47,2
1120,99,1,0,0,0,1,0,0,1,1,48,56,66,63,65,63,1
690,50,1,0,0,0,0,0,0,0,1,59,58,43,35,44,44,0
920,65,1,1,0,0,1,0,0,0,1,59,53,66,57,62,52,2
920,39,1,0,0,0,0,0,0,0,1,65,60,60,53,45,51,1
930,60,1,0,0,0,1,0,0,0,0,57,59,63,60,47,46,3
0,29,0,0,0,0,0,0,0,0,1,51,51,64,53,38,59,5
870,44,1,0,0,1,0,0,0,0,0,44,54,59,57,58,49,2
0,69,0,0,0,0,1,0,0,0,1,54,69,49,60,51,63,1
0,42,0,0,1,0,1,0,0,0,0,59,69,66,58,67,52,1
0,83,0,0,0,0,0,0,0,0,0,49,54,55,57,54,49,3
0,73,0,0,0,0,1,0,0,0,1,49,57,49,61,58,45,5
0,10,0,0,0,1,0,0,0,0,1,46,57,62,49,31,54,2
680,46,1,0,1,0,0,0,0,0,0,51,45,63,48,54,52,1
870,70,1,0,1,0,1,0,0,0,1,51,63,58,54,46,58,1
0,9,0,1,0,0,0,1,0,0,1,47,44,66,32,38,54,4
0,24,0,0,0,0,1,0,0,0,0,45,48,58,43,42,50,2
670,58,1,0,0,1,0,1,0,0,1,44,42,47,63,56,67,6
1280,82,1,1,0,0,0,0,0,0,1,71,72,66,61,58,62,6
0,28,0,0,0,0,1,0,0,0,1,44,42,48,43,47,49,4
1110,82,1,0,0,0,0,0,0,0,1,64,57,51,65,67,49,5
780,78,1,0,0,0,1,0,0,0,1,56,57,50,56,44,54,2
1030,99,1,0,1,0,1,0,0,0,1,56,66,66,52,64,48,2
0,60,0,0,0,1,0,0,0,0,1,42,45,51,48,51,59,6
1300,96,1,0,0,1,0,0,0,0,0,66,63,55,58,64,52,1
750,31,1,0,0,0,1,0,0,0,1,56,45,66,63,51,66,2
0,19,0,1,0,0,0,0,0,0,1,48,39,42,59,58,54,4
0,73,0,0,0,0,0,0,0,0,1,61,48,66,57,62,66,5
0,66,0,1,0,0,0,0,1,0,0,44,46,34,50,48,49,4
0,62,0,0,1,0,0,0,0,0,1,51,48,39,34,46,43,1
0,98,0,1,0,1,0,0,1,0,1,59,45,54,56,58,48,7
1180,74,1,0,1,0,0,0,0,0,0,64,66,42,57,56,59,3
0,20,0,1,0,1,0,0,0,0,1,44,43,54,54,39,45,2
0,49,0,0,1,0,0,0,0,0,0,59,63,49,58,65,48,2
0,14,0,0,0,0,1,0,0,0,0,49,48,35,42,55,48,2
0,49,0,0,0,1,0,0,0,0,0,34,33,52,47,38,62,2
1220,97,1,0,1,0,1,0,0,0,1,71,72,52,59,62,62,2
0,44,0,1,0,1,0,1,0,0,0,51,51,49,43,40,36,7
0,57,0,1,0,1,0,0,0,0,1,49,36,56,53,53,49,1
770,92,1,1,0,1,0,0,1,0,1,54,48,62,59,48,65,4
0,84,0,0,0,0,0,0,0,0,1,61,66,64,63,62,57,1
720,56,1,0,0,0,0,0,0,0,0,46,54,51,40,51,43,3
960,61,1,0,0,1,0,0,0,0,0,57,48,47,60,56,57,1
0,47,0,0,0,0,0,0,1,0,1,52,45,60,60,51,43,7
0,56,0,0,1,1,0,0,0,0,1,51,42,50,55,42,63,0
0,32,0,0,0,1,0,0,0,0,0,45,37,45,54,46,48,4
0,13,0,0,0,0,0,0,0,0,1,47,44,57,53,37,44,1
0,33,0,0,0,0,1,0,0,0,1,54,54,46,55,55,53,0
729,42,1,0,0,0,0,0,0,0,1,47,51,40,36,48,31,1
0,90,0,1,0,1,0,0,0,0,0,46,57,43,44,57,43,2
0,87,0,0,0,1,0,0,0,0,1,61,54,64,59,62,57,1
970,58,1,0,1,0,1,0,0,0,0,54,49,66,55,60,59,3
0,60,0,0,0,1,0,0,0,0,1,51,51,61,49,49,66,1
0,24,0,0,0,0,1,0,0,0,1,61,64,36,57,44,68,2
870,77,1,0,0,0,0,0,0,1,1,58,52,65,54,57,55,1
950,82,1,0,1,1,0,0,0,0,1,64,54,65,52,55,49,3
910,93,1,0,1,0,1,0,0,0,1,56,53,59,52,55,51,3
0,46,0,1,0,0,0,0,0,0,1,42,48,49,61,51,57,2
600,27,1,1,0,0,0,0,0,0,0,47,46,56,38,45,38,3
0,26,0,0,0,0,0,0,0,0,1,45,45,40,38,38,49,2
0,91,0,0,0,0,0,0,0,0,0,64,60,61,63,65,53,2
1080,90,1,0,0,0,1,1,0,0,1,59,48,55,53,62,42,3
950,78,1,1,0,0,0,0,0,0,1,61,57,64,51,67,71,3
0,63,0,0,0,1,0,0,0,0,1,54,43,66,59,56,60,2
0,10,0,1,0,1,0,0,0,0,0,44,39,37,30,33,42,1
0,37,0,0,0,1,0,1,0,0,1,44,36,37,53,42,43,4
0,75,0,0,1,1,0,1,0,0,1,56,49,54,62,60,48,5
1080,98,1,0,1,0,1,0,0,0,1,68,69,66,61,65,57,1
0,83,0,1,0,0,0,0,0,0,1,64,60,66,61,47,53,2
0,55,0,0,0,0,0,0,0,0,0,51,41,51,51,62,50,5
0,68,0,0,0,0,0,0,0,0,0,54,63,52,53,62,47,5
0,53,0,0,1,0,0,0,0,0,0,50,49,33,52,51,52,1
0,24,0,1,0,0,0,0,0,0,1,46,42,52,45,38,48,3
0,19,0,0,0,1,0,0,0,0,1,33,27,45,40,42,51,4
0,94,0,0,0,0,0,0,0,0,0,66,69,53,57,56,75,3
0,56,0,0,1,0,1,0,0,0,0,64,66,47,59,65,50,3
0,71,0,1,0,1,0,0,0,0,0,61,63,42,61,47,52,3
0,46,0,1,0,1,0,0,0,0,0,42,39,47,59,56,54,2
1320,92,1,0,1,0,1,0,0,0,0,68,72,49,63,65,57,2
0,24,0,0,0,0,1,0,0,0,0,54,54,36,45,51,63,1
0,0,0,1,0,1,0,1,0,0,0,46,42,51,41,38,71,7
990,36,1,0,0,1,0,0,0,0,0,59,54,35,55,65,62,1
880,59,1,0,1,0,1,0,0,0,1,59,58,51,51,53,68,3
0,83,0,0,0,0,0,0,0,0,0,56,54,66,53,58,51,2
1060,80,1,0,0,0,1,0,0,0,1,71,72,54,59,55,55,2
0,13,0,0,0,0,1,0,0,0,0,40,45,33,59,38,52,5
0,23,0,1,0,1,0,1,0,0,0,32,43,34,20,33,21,8
0,24,0,1,0,1,0,0,0,0,0,52,44,40,47,50,51,6
0,43,0,0,0,0,1,0,0,0,0,66,72,37,57,51,47,1
980,51,1,0,1,0,1,0,0,0,1,59,49,66,57,56,54,1
0,0,0,1,0,1,0,0,0,0,1,28,36,31,42,37,26,2
0,36,0,0,0,0,0,0,0,0,1,49,48,40,42,53,63,2
620,17,1,0,1,0,1,0,0,0,1,49,36,48,55,46,49,4
760,51,1,0,1,0,1,0,0,0,1,44,43,48,63,57,54,2
0,43,0,0,0,0,1,0,0,0,0,46,46,48,45,44,52,1
0,8,0,1,0,1,0,0,0,0,0,49,55,38,34,54,51,1
0,24,0,1,0,0,1,0,1,0,1,34,36,38,36,51,49,5
1350,99,1,0,1,0,1,0,0,0,1,71,69,59,65,67,63,2
880,37,1,0,1,0,0,0,1,0,0,64,55,61,57,56,49,3
